 ,Label,IntDen,RawIntDen
1,set2.tif:exp479,25527962.92,262315774
2,set2.tif:exp479,25532252.39,262359851
3,set2.tif:exp479,25579977.18,262850253
4,set2.tif:exp479,25523689.9,262271866
5,set2.tif:exp479,25531367,262350753
6,set2.tif:exp479,25532792.7,262365403
7,set2.tif:exp479,25529231.85,262328813
8,set2.tif:exp479,25525991.07,262295512
9,set2.tif:exp479,25524147.19,262276565
10,set2.tif:exp479,25528406.11,262320328
11,set2.tif:exp479,25529557.38,262332158
12,set2.tif:exp479,25525735.03,262292881
13,set2.tif:exp479,25531062.69,262347626
14,set2.tif:exp479,25540131.53,262440814
15,set2.tif:exp479,25530716.72,262344071
16,set2.tif:exp479label,24968034.94,256562164
17,set2.tif:exp479label,24978156.66,256666171
18,set2.tif:exp479label,25041128.98,257313251
19,set2.tif:exp479label,24987278.24,256759901
20,set2.tif:exp479label,25011323.2,257006978
21,set2.tif:exp479label,25026241.23,257160270
22,set2.tif:exp479label,24936389.76,256236990
23,set2.tif:exp479label,25032898.53,257228678
24,set2.tif:exp479label,25017713.08,257072638
25,set2.tif:exp479label,24474292.81,251488655
26,set2.tif:exp479label,24437384.3,251109397
27,set2.tif:exp479label,24442866.49,251165730
28,set2.tif:exp479label,24467395.61,251417782
29,set2.tif:exp479label,24473023.2,251475609
30,set2.tif:exp479label,24481484.87,251562558
31,set2.tif:exp484,25528821.36,262324595
32,set2.tif:exp484,25532115.86,262358448
33,set2.tif:exp484,25579340.82,262843714
34,set2.tif:exp484,25524136.88,262276459
35,set2.tif:exp484,25533393.25,262371574
36,set2.tif:exp484,25531584.02,262352983
37,set2.tif:exp484,25529885.63,262335531
38,set2.tif:exp484,25526367.98,262299385
39,set2.tif:exp484,25524306.89,262278206
40,set2.tif:exp484,25527796.12,262314060
41,set2.tif:exp484,25529597.57,262332571
42,set2.tif:exp484,25525959.83,262295191
43,set2.tif:exp484,25530629.13,262343171
44,set2.tif:exp484,25540671.83,262446366
45,set2.tif:exp484,25530859,262345533
46,set2.tif:exp487,25527669.41,262312758
47,set2.tif:exp487,25530739.2,262344302
48,set2.tif:exp487,25571102.68,262759062
49,set2.tif:exp487,25523449.72,262269398
50,set2.tif:exp487,25532093.28,262358216
51,set2.tif:exp487,25529281.09,262329319
52,set2.tif:exp487,25528976.88,262326193
53,set2.tif:exp487,25525587.79,262291368
54,set2.tif:exp487,25523654.18,262271499
55,set2.tif:exp487,25527228.76,262308230
56,set2.tif:exp487,25528859.41,262324986
57,set2.tif:exp487,25525326.88,262288687
58,set2.tif:exp487,25529591.24,262332506
59,set2.tif:exp487,25539712.18,262436505
60,set2.tif:exp487,25528900.97,262325413
61,set2.tif:exp491,25531297.71,262350041
62,set2.tif:exp491,25532059.41,262357868
63,set2.tif:exp491,25580773.43,262858435
64,set2.tif:exp491,25524574.13,262280952
65,set2.tif:exp491,25533404.25,262371687
66,set2.tif:exp491,25530260.3,262339381
67,set2.tif:exp491,25529872,262335391
68,set2.tif:exp491,25526878.51,262304631
69,set2.tif:exp491,25524848.37,262283770
70,set2.tif:exp491,25528032.89,262316493
71,set2.tif:exp491,25530477.71,262341615
72,set2.tif:exp491,25526658.96,262302375
73,set2.tif:exp491,25530502.72,262341872
74,set2.tif:exp491,25542218.79,262462262
75,set2.tif:exp491,25529825.39,262334912
76,set2.tif:exp495,25535347.68,262391657
77,set2.tif:exp495,25531860.98,262355829
78,set2.tif:exp495,25585377.92,262905749
79,set2.tif:exp495,25524995.71,262285284
80,set2.tif:exp495,25533002.62,262367560
81,set2.tif:exp495,25529389.21,262330430
82,set2.tif:exp495,25530032.67,262337042
83,set2.tif:exp495,25526664.41,262302431
84,set2.tif:exp495,25524808.37,262283359
85,set2.tif:exp495,25527988.61,262316038
86,set2.tif:exp495,25530005.91,262336767
87,set2.tif:exp495,25526750.83,262303319
88,set2.tif:exp495,25530142.94,262338175
89,set2.tif:exp495,25542461.51,262464756
90,set2.tif:exp495,25529050.74,262326952
91,set2.tif:exp499,25538838.27,262427525
92,set2.tif:exp499,25531544.31,262352575
93,set2.tif:exp499,25583846.82,262890016
94,set2.tif:exp499,25525301.19,262288423
95,set2.tif:exp499,25533329.7,262370921
96,set2.tif:exp499,25529114.19,262327604
97,set2.tif:exp499,25530362.87,262340435
98,set2.tif:exp499,25526638.14,262302161
99,set2.tif:exp499,25524920.09,262284507
100,set2.tif:exp499,25527987.64,262316028
101,set2.tif:exp499,25530002.99,262336737
102,set2.tif:exp499,25526900.7,262304859
103,set2.tif:exp499,25530132.33,262338066
104,set2.tif:exp499,25543461.35,262475030
105,set2.tif:exp499,25528985.63,262326283
106,set2.tif:exp4103,25540145.25,262440955
107,set2.tif:exp4103,25530996.8,262346949
108,set2.tif:exp4103,25580246.17,262853017
109,set2.tif:exp4103,25525060.23,262285947
110,set2.tif:exp4103,25533182.17,262369405
111,set2.tif:exp4103,25528413.21,262320401
112,set2.tif:exp4103,25529996.28,262336668
