 ,Label,IntDen,RawIntDen
1,set1.tif:exp30,25520288.74,262236917
2,set1.tif:exp30,25517157.25,262204739
3,set1.tif:exp30,25517868.94,262212052
4,set1.tif:exp30,25520781.46,262241980
5,set1.tif:exp30,25517876.33,262212128
6,set1.tif:exp30,25522923.42,262263990
7,set1.tif:exp30,25565820.08,262704780
8,set1.tif:exp30,25565820.08,262704780
9,set1.tif:exp30,25565820.08,262704780
10,set1.tif:exp30,25565820.08,262704780
11,set1.tif:exp30,25565820.08,262704780
12,set1.tif:exp31,25556641.08,262610460
13,set1.tif:exp31,25556641.08,262610460
14,set1.tif:exp31,25556641.08,262610460
15,set1.tif:exp31,25556641.08,262610460
16,set1.tif:exp31,25556641.08,262610460
17,set1.tif:exp31,25556641.08,262610460
18,set1.tif:exp31,25522485.98,262259495
19,set1.tif:exp31,25565351.69,262699967
20,set1.tif:exp31,25519002.01,262223695
21,set1.tif:exp31,25522470.41,262259335
22,set1.tif:exp31,25524677.38,262282013
23,set1.tif:exp33,25521773.42,262252173
24,set1.tif:exp33,25518938.56,262223043
25,set1.tif:exp33,25519568.01,262229511
26,set1.tif:exp33,25522583.49,262260497
27,set1.tif:exp33,25519740.45,262231283
28,set1.tif:exp33,25524056.3,262275631
29,set1.tif:exp33,25535988.32,262398240
30,set1.tif:exp33,25535988.32,262398240
31,set1.tif:exp33,25535988.32,262398240
32,set1.tif:exp33,25535988.32,262398240
33,set1.tif:exp33,25535988.32,262398240
34,set1.tif:exp34,25607890.52,263137080
35,set1.tif:exp34,25607890.52,263137080
36,set1.tif:exp34,25607890.52,263137080
37,set1.tif:exp34,25607890.52,263137080
38,set1.tif:exp34,25607890.52,263137080
39,set1.tif:exp34,25607890.52,263137080
40,set1.tif:exp34,25523674.03,262271703
41,set1.tif:exp34,25526621.5,262301990
42,set1.tif:exp34,25519783.18,262231722
43,set1.tif:exp34,25523624.6,262271195
44,set1.tif:exp34,25565676.93,262703309
45,set1.tif:exp37,25523193.48,262266765
46,set1.tif:exp37,25520598.21,262240097
47,set1.tif:exp37,25520672.27,262240858
48,set1.tif:exp37,25523392.49,262268810
49,set1.tif:exp37,25520563.76,262239743
50,set1.tif:exp37,25524868.9,262283981
51,set1.tif:exp37,25589532.51,262948440
52,set1.tif:exp37,25589532.51,262948440
53,set1.tif:exp37,25589532.51,262948440
54,set1.tif:exp37,25589532.51,262948440
55,set1.tif:exp37,25589532.51,262948440
56,set1.tif:exp38,25592592.18,262979880
57,set1.tif:exp38,25592592.18,262979880
58,set1.tif:exp38,25592592.18,262979880
59,set1.tif:exp38,25592592.18,262979880
60,set1.tif:exp38,25592592.18,262979880
