Image_file,set,treatment,plant,rep,leaf,petioleLength,bladeLength,bladeWidth,bladeArea,bladePerimeter,bladeCircularity,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,6,6,8.706,21.994,11.605,200.471,80.264,0.391,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,6,7,7.6,22.539,10.835,191.802,81.788,0.36,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,6,8,2.814,18.646,8.42,123.303,67.225,0.343,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,6,9,2.699,19.22,8.726,131.717,68.072,0.357,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,6,10,1.383,16.654,7.566,98.964,58.505,0.363,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,1,4.83,6.627,5.575,29.016,35.052,0.297,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,2,5.411,7.298,5.916,33.912,29.972,0.474,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,3,7.21,10.629,7.993,66.722,41.741,0.481,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,4,6.045,9.397,8.33,61.482,39.878,0.486,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,5,8.348,15.559,8.744,106.858,54.949,0.445,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,6,8.901,18.036,10.409,147.446,65.024,0.438,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,7,7.287,19.153,9.333,140.394,66.633,0.397,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,8,6.362,20.707,9.674,157.324,73.745,0.364,,
2016moreSASmut_exp4009.tif (blue),D,shade,npr2/3/4,1,9,4.148,20.352,8.858,141.588,73.152,0.332,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,1,6.796,8.351,7.43,48.733,35.137,0.496,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,2,5.548,7.975,7.856,49.206,35.052,0.503,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,3,9.576,13.112,10.645,109.618,52.747,0.495,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,4,10.28,14.886,7.759,90.717,51.816,0.425,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,5,12.76,18.087,12.139,172.439,67.987,0.469,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,6,11.106,20.914,12.424,204.071,75.607,0.449,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,7,10.686,24.471,12.649,243.107,86.36,0.41,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,8,9.965,23.715,11.927,222.148,82.381,0.411,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,9,7.397,23.274,9.956,181.985,75.523,0.401,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,1,10,2.146,20.72,6.964,113.322,63.754,0.35,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,1,8.013,8.482,8.001,53.297,36.068,0.515,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,2,6.276,8.005,7.41,46.591,36.83,0.432,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,3,8.661,13.866,10.812,117.747,54.525,0.498,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,4,10.311,13.925,12.023,131.494,63.331,0.412,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,5,12.081,15.676,11.208,137.987,70.612,0.348,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,6,10.857,21.041,12.14,200.629,80.01,0.394,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,7,13.132,22.954,12.88,232.2,82.296,0.431,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,8,11.144,23.648,10.622,197.274,80.264,0.385,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,9,7.157,24.095,12.078,228.568,88.307,0.368,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,10,6.221,22.282,10.69,187.082,77.216,0.394,,
2016moreSASmut_exp4009.tif (blue),D,shade,Col,2,11,3.061,20.332,9.317,148.777,70.612,0.375,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,1,1,2.809,5.055,4.272,16.961,20.32,0.516,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,1,2,3.093,4.801,4.275,16.118,19.897,0.512,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,1,3,1.568,6.559,4.379,22.557,23.029,0.534,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,1,4,2.234,7.449,4.629,27.082,26.67,0.478,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,1,5,4.59,7.113,5.639,31.502,27.517,0.523,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,1,6,3.487,5.854,5.817,26.742,24.638,0.554,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,2,1,3.597,5.423,4.186,17.826,20.489,0.534,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,2,2,3.239,5.441,4.972,21.247,23.368,0.489,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,2,3,4.645,8.117,5.867,37.4,30.057,0.52,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,2,4,3.447,8.375,6.51,42.821,31.75,0.534,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,2,5,4.617,8.932,6.155,43.183,31.581,0.544,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,2,6,3.647,9.913,6.359,49.511,33.951,0.54,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,2,7,1.483,7.95,5.007,31.265,28.448,0.485,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,1,4.441,5.891,4.93,22.808,25.993,0.424,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,2,4.333,6.456,5.59,28.342,26.755,0.498,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,3,5.718,9.783,7.56,58.089,37.169,0.528,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,4,5.684,10.521,7.498,61.953,39.709,0.494,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,5,5.859,11.393,7.499,67.098,39.963,0.528,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,6,5.372,11.243,7.034,62.118,39.793,0.493,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,7,3.214,10.868,6.183,52.781,37.084,0.482,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,3,8,2.371,9.731,5.689,43.482,37.761,0.383,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,1,7.891,11.305,8.539,75.821,43.095,0.513,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,2,7.408,12.201,9.051,86.729,46.99,0.494,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,3,8.942,16.849,9.904,131.064,60.029,0.457,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,4,10.555,16.744,10.192,134.039,57.235,0.514,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,5,7.943,17.467,9.01,123.605,58.335,0.456,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,6,7.792,17.521,9.674,133.123,59.436,0.474,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,7,4.769,14.414,7.745,87.677,51.139,0.421,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,8,2.389,13.683,7.391,79.43,47.667,0.439,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,4,9,2.514,12.96,6.881,70.045,47.329,0.393,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,1,4.628,7.299,6.038,34.609,30.819,0.458,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,2,5.041,6.705,6.276,33.05,30.734,0.44,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,3,7.898,12.747,9.796,98.077,51.223,0.47,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,4,8.121,12.886,10.032,101.528,38.5,0.861,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,5,8.679,12.948,7.626,77.554,49.276,0.401,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,6,8.647,17.536,10.138,139.634,59.436,0.497,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,7,7.533,18.73,9.982,146.831,66.887,0.412,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,8,7.415,16.788,9.753,128.595,60.029,0.448,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,9,4.623,15.774,8.548,105.901,56.981,0.41,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,10,2.068,13.579,7.494,79.923,50.292,0.397,,
2016moreSASmut_exp1001.tif (blue),A,sun,npr4,5,11,1.001,14.095,7.399,81.907,53.086,0.365,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,1,3.577,6.42,5.342,26.934,25.908,0.504,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,2,5.956,6.672,5.788,30.333,26.755,0.533,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,3,7.732,10.981,9.622,82.985,44.365,0.53,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,4,10.377,11.662,10.802,98.939,48.599,0.526,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,5,9.329,16.059,10.78,135.971,58.335,0.502,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,6,9.044,18.153,10.746,153.211,63.839,0.472,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,7,4.003,15.189,7.472,89.138,48.514,0.476,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,8,2.948,14.65,9.435,108.566,54.779,0.455,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,1,9,1.881,11.674,7.412,67.955,42.418,0.475,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,1,2.79,6.18,5.235,25.41,25.823,0.479,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,2,3.734,6.721,5.966,31.493,27.093,0.539,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,3,6.664,9.433,7.732,57.281,36.83,0.531,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,4,6.228,9.934,8.385,65.421,39.37,0.53,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,5,5.985,11.287,8.288,73.471,43.095,0.497,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,6,6.107,12.274,8.603,82.932,44.704,0.521,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,7,4.27,11.67,8.02,73.503,41.741,0.53,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,2,8,2.238,9.208,6.008,43.455,32.851,0.506,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,1,6.191,7.965,7.557,47.276,34.713,0.493,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,2,6.177,8.626,7.549,51.14,36.999,0.469,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,3,9.761,12.398,9.729,94.736,50.038,0.475,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,4,10.1,14.038,10.73,118.303,54.356,0.503,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,5,10.511,17.897,8.491,119.347,56.388,0.472,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,6,9.967,18.26,11.136,159.7,63.839,0.492,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,7,8.384,18.226,10.878,155.722,65.278,0.459,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,8,5.686,17.807,8.664,121.172,56.981,0.469,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,9,5.463,17.288,10.087,136.969,59.521,0.486,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,3,10,0.468,12.01,6.653,62.756,42.079,0.445,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,1,6.114,7.856,7.388,45.586,34.205,0.49,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,2,6.938,9.213,8.321,60.21,39.116,0.495,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,3,10.418,16.136,11.42,144.731,60.029,0.505,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,4,11.921,15.396,10.887,131.647,55.965,0.528,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,5,12.699,18.526,11.715,170.466,67.225,0.474,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,6,13.108,19.447,10.72,163.724,64.431,0.496,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,7,12.619,21.344,12.097,202.797,71.713,0.496,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,8,12.217,20.701,13.388,217.677,75.353,0.482,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,9,8.28,19.433,11.177,170.589,66.802,0.48,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,10,7.177,19.739,11.503,178.331,73.575,0.414,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,11,3.533,17.286,10.605,143.973,65.871,0.417,,
2016moreSASmut_exp1002.tif (blue),A,sun,npr3/4,4,12,1.368,13.69,8.755,94.131,51.308,0.449,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,1,4.501,5.207,4.274,17.477,22.013,0.453,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,2,5.251,7.732,7.019,42.627,31.75,0.531,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,3,8.878,11.645,10.494,95.982,48.345,0.516,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,4,7.895,12.981,11.017,112.326,50.969,0.543,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,5,9.741,16.633,10.796,141.03,57.319,0.539,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,6,7.971,17.839,11.487,160.939,64.855,0.481,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,7,6.713,18.898,10.998,163.245,65.109,0.484,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,8,5.041,18.693,10.434,153.184,64.347,0.465,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,1,9,0.991,13.222,8.742,90.779,51.816,0.425,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,1,4.019,6.282,5.629,27.774,26.755,0.488,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,2,3.408,5.906,5.199,24.116,25.4,0.47,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,3,7.499,8.745,7.624,52.36,36.915,0.483,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,4,7.461,11.634,9.624,87.932,46.313,0.515,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,5,8.842,14.785,10.363,120.344,53.763,0.523,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,6,6.65,13.805,8.86,96.063,49.022,0.502,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,7,5.155,14.337,9.267,104.353,50.715,0.51,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,2,8,2.634,11.458,6.775,60.969,39.793,0.484,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,1,2.903,5.872,5.061,23.34,23.961,0.511,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,2,1.462,4.951,4.397,17.099,20.235,0.525,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,3,5.62,7.485,6.283,36.937,30.057,0.514,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,4,5.776,8.374,6.683,43.953,32.597,0.52,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,5,5.996,10.895,8.648,73.998,43.773,0.485,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,6,5.522,13.397,9.006,94.76,48.514,0.506,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,7,3.855,11.164,7.475,65.539,41.148,0.486,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,3,8,1.18,8.004,5.029,31.613,29.295,0.463,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,1,3.45,7.04,5.985,33.097,30.565,0.445,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,2,4.316,8.003,7.11,44.69,35.645,0.442,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,3,7.004,11.939,9.722,91.165,48.429,0.488,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,4,7.924,13.119,11.207,115.476,56.134,0.461,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,5,9.098,15.29,9.723,116.758,53.763,0.508,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,6,10.378,15.678,9.861,121.419,56.473,0.478,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,7,8.969,16.552,10.239,133.113,59.605,0.471,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,8,6.968,15.639,9.737,119.598,58.335,0.442,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,9,4.195,14.889,9.591,112.149,57.404,0.428,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,4,10,1.487,12.689,8.245,82.174,49.445,0.422,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,1,4.179,7.377,6.629,38.412,33.274,0.436,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,2,4.23,5.801,4.081,18.593,25.993,0.346,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,3,8.7,14.996,11.423,134.534,58.843,0.488,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,4,10.688,14.626,11.842,136.039,58.843,0.494,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,5,11.26,19.65,10.851,167.46,70.781,0.42,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,6,10.179,20.816,9.665,158.012,70.189,0.403,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,7,7.344,20.528,12.183,196.417,73.406,0.458,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,8,5.719,20.287,11.367,181.113,73.745,0.419,,
2016moreSASmut_exp1003.tif (blue),A,sun,npr3,5,9,1.8,18.047,9.572,135.683,66.209,0.389,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,1,1,2.7,4.767,3.957,14.814,18.711,0.532,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,1,2,3.405,3.839,3.673,11.077,15.409,0.586,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,1,3,4.312,7.366,5.498,31.808,27.009,0.548,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,1,4,3.142,7.085,5.359,29.819,25.823,0.562,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,1,5,1.371,4.962,3.219,12.545,18.373,0.467,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,2,1,3.799,6.759,5.655,30.02,27.347,0.504,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,2,2,4.203,7.092,6.045,33.674,29.718,0.479,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,2,3,4.801,9.733,6.603,50.478,34.459,0.534,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,2,4,4.327,9.095,5.795,41.392,31.919,0.511,,
2016moreSASmut_exp1004.tif (blue),A,sun,npr2/3/4,2,5,0.999,6.578,4.131,21.34,22.775,0.517,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,1,4.554,7.31,6.815,39.131,31.327,0.501,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,2,4.92,7.607,7.068,42.229,30.988,0.553,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,3,7.596,10.126,9.107,72.426,40.64,0.551,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,4,7.617,11.216,9.286,81.801,46.482,0.476,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,5,7.957,14.336,9.223,103.842,51.393,0.494,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,6,7.566,15.597,10.224,125.238,55.711,0.507,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,7,6.41,15.452,9.493,115.206,54.525,0.487,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,8,5.439,13.967,9.462,103.795,51.985,0.483,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,9,1.597,10.435,6.916,56.677,38.777,0.474,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,1,10,0.762,8.645,5.771,39.183,32.851,0.456,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,1,4.734,7.158,6.312,35.484,29.125,0.526,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,2,4.108,6.857,6.78,36.512,29.295,0.535,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,3,7.729,9.849,9.016,69.736,40.217,0.542,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,4,8.391,11.497,9.396,84.842,44.45,0.54,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,5,7.923,12.935,8.883,90.238,47.413,0.504,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,6,8.742,14.012,9.12,100.367,49.445,0.516,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,7,6.87,12.559,8.279,81.665,44.873,0.51,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,8,4.527,11.256,7.207,63.71,40.64,0.485,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,2,9,2.135,9.216,5.231,37.864,31.073,0.493,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,1,4.702,6.35,5.351,26.688,25.485,0.516,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,2,5.012,6.956,6.633,36.236,30.057,0.504,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,3,6.825,10.203,8.996,72.086,42.503,0.501,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,4,8.018,10.914,9.239,79.193,42.333,0.555,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,5,8.454,13.282,9.414,98.204,49.53,0.503,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,6,7.74,13.765,9.109,98.473,51.393,0.469,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,7,5.749,14.884,9.825,114.855,53.679,0.501,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,8,5.033,13.733,8.251,89,49.953,0.448,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,3,9,2.018,10.996,7.133,61.602,40.809,0.465,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,1,4.724,8.335,7.483,48.986,38.185,0.422,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,2,4.279,7.637,6.077,36.446,37.931,0.318,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,3,7.137,10.969,10.062,86.686,45.974,0.515,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,4,7.687,11.731,10.698,98.571,47.075,0.559,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,5,8.699,15.905,11.302,141.177,59.182,0.507,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,6,9.294,16.853,11.854,156.912,62.484,0.505,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,7,7.713,17.352,10.103,137.691,61.383,0.459,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,8,7.1,18.801,11.49,169.663,67.141,0.473,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,4,9,3.987,16.467,10.464,135.328,47.099,0.767,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,1,5.077,5.303,4.658,19.4,22.945,0.463,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,3,9.196,13.15,10.398,107.394,52.578,0.488,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,4,9.123,14.219,11.821,132.01,56.557,0.519,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,5,10.884,17.159,11.552,155.675,63.839,0.48,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,6,12.503,19.409,12.401,189.032,67.225,0.526,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,7,8.627,19.121,12.268,184.242,70.189,0.47,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,8,7.838,20.88,12.354,202.604,74.253,0.462,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,9,6.783,20.892,11.646,191.087,75.099,0.426,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,10,3.068,17.707,9.29,129.206,62.992,0.409,,
2016moreSASmut_exp1005.tif (blue),A,sun,sid2,5,11,1.844,18.215,9.819,140.469,66.209,0.403,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,1,5.267,8.057,7.185,45.464,33.613,0.506,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,2,6.132,7.616,7.346,43.941,32.681,0.517,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,3,9.513,12.57,10.668,105.313,51.308,0.503,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,4,11.429,13.163,10.398,107.503,55.457,0.439,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,5,13.515,19.222,11.222,169.421,66.971,0.475,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,6,12.659,19.128,12.438,186.851,70.612,0.471,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,7,11.698,20.474,11.76,189.109,70.019,0.485,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,8,8.071,17.977,8.843,124.856,60.452,0.429,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,9,5.254,16.781,9.287,122.399,58.674,0.447,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,1,10,1.302,12.83,7.125,71.799,44.196,0.462,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,2,1,4.913,7.238,6.506,36.984,31.919,0.456,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,2,2,5.271,7.28,6.52,37.278,30.819,0.493,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,2,3,9.497,11.192,8.65,76.032,43.857,0.497,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,2,4,10.003,12.35,9.626,93.367,53.171,0.415,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,2,5,9.647,15.842,9.904,123.226,57.319,0.471,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,2,6,10.34,17.484,10.95,150.362,63.839,0.464,,
2016moreSASmut_exp1006.tif (blue),A,sun,Col,2,7,8.383,15.694,9.869,121.64,56.303,0.482,,
