Image_file,set,treatment,plant,rep,leaf,petioleLength,bladeLength,bladeWidth,bladeArea,bladePerimeter,bladeCircularity,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,1,4,10.418,15.849,11.95,148.749,63.5,0.464,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,1,6,6.828,20.707,12.078,196.428,79.417,0.391,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,1,7,6.896,18.104,10.492,149.179,66.379,0.425,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,1,8,1.964,15.808,8.314,103.222,57.404,0.394,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,1,5.277,8.749,7.056,48.484,39.793,0.385,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,2,5.635,8.661,7.739,52.641,37.846,0.462,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,3,10.605,14.791,11.23,130.46,60.706,0.445,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,4,10.26,17.228,12.624,170.813,71.289,0.422,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,5,12.431,19.905,12.496,195.362,76.454,0.42,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,6,9.96,20.227,11.823,187.822,74.168,0.429,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,7,7.422,21.378,11.095,186.286,79.333,0.372,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,8,5.305,22.234,10.484,183.082,74.083,0.419,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,2,9,2.814,18.904,9.357,138.932,69.427,0.362,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,1,5.16,7.926,4.296,26.745,28.448,0.415,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,2,4.89,6.865,6.149,33.154,28.702,0.506,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,3,11.509,14.91,12.063,141.256,62.145,0.46,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,4,10.387,13.514,11.072,117.521,55.541,0.479,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,5,11.65,16.564,11.997,156.084,66.802,0.44,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,6,11.345,20.238,11.543,183.471,71.713,0.448,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,7,7.731,21.421,11.569,194.63,78.147,0.4,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,8,7.414,20.955,10.742,176.799,76.962,0.375,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,9,3.874,18.134,9.805,139.648,65.532,0.409,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,3,10,1.662,15.678,7.625,93.894,57.489,0.357,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,1,4.674,7.7,7.22,43.663,32.766,0.511,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,2,4.583,7.205,6.102,34.529,28.787,0.524,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,3,9.832,14.102,11.025,122.109,55.203,0.504,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,4,8.921,12.935,8.504,86.396,52.747,0.39,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,5,12.412,16.717,11.819,155.186,65.024,0.461,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,6,9.101,20.156,11.676,184.838,74.591,0.417,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,7,9.748,19.736,11.444,177.385,74.761,0.399,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,8,6.944,20.253,9.634,153.252,74.93,0.343,,
2016moreSASmut_exp8011.tif (blue),H,shade,npr3/4,4,9,2.354,18.471,8.515,123.527,66.125,0.355,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,2,4.925,8.411,7.897,52.163,38.354,0.446,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,3,10.333,14.021,11.127,122.523,59.097,0.441,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,4,10.157,15.801,11.384,141.274,66.717,0.399,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,5,10.356,17.097,9.733,130.69,68.241,0.353,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,6,9.104,20.561,11.648,188.096,77.893,0.39,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,7,9.065,21.881,9.907,170.252,77.216,0.359,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,8,5.433,19.947,10.693,167.518,73.067,0.394,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,1,9,2.093,18.62,9.231,134.987,68.749,0.359,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,1,5.785,8.326,7.056,46.145,34.29,0.493,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,2,7.044,7.728,6.121,37.149,32.173,0.451,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,3,10.701,13.495,9.687,102.677,59.436,0.365,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,4,10.467,15.33,7.277,87.618,54.102,0.376,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,5,9.854,18.542,10.196,148.493,73.321,0.347,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,6,9.12,16.783,9.913,130.67,63.331,0.409,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,7,6.064,18.354,9.356,134.876,67.479,0.372,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,2,8,3.06,17.394,8.006,109.367,58.674,0.399,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,1,4.721,8.654,7.728,52.529,38.523,0.445,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,2,5.277,8.615,7.656,51.801,38.608,0.437,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,3,10.556,14.605,12.343,141.586,60.113,0.492,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,4,12.971,15.873,13.823,172.337,69.427,0.449,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,5,13.061,19.787,11.859,184.292,77.555,0.385,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,6,13.676,22.399,12.157,213.872,81.026,0.409,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,7,11.549,22.725,12.617,225.179,84.751,0.394,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,8,8.633,21.732,11.3,192.871,81.365,0.366,,
2016moreSASmut_exp8012.tif (blue),H,shade,npr3,3,9,5.688,21.555,9.28,157.104,72.221,0.379,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,1,5.086,7.112,5.711,31.9,28.279,0.501,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,2,4.642,7.188,6.348,35.839,30.903,0.472,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,3,8.955,11.47,9.101,81.984,45.466,0.498,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,4,8.921,13.895,10.127,110.512,55.795,0.446,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,5,9.747,18.237,10.217,146.337,68.157,0.396,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,6,10.759,17.371,10.437,142.392,65.278,0.42,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,7,3.092,18.679,8.178,119.973,68.834,0.318,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,8,8.274,20.872,9.312,152.659,72.813,0.362,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,9,7.987,18.916,9.94,147.668,69.427,0.385,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,1,10,2.256,16.727,6.93,91.043,59.521,0.323,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,1,6.253,8.11,7.582,48.296,36.491,0.456,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,2,4.198,7.535,6.793,40.199,34.375,0.428,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,3,12.579,14.943,10.023,117.627,58.166,0.437,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,4,12.385,15.53,10.508,128.17,63.839,0.395,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,5,12.933,19.749,10.6,164.417,72.475,0.393,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,6,13.133,20.67,11.457,186.001,78.486,0.379,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,7,9.625,20.774,10.222,166.779,77.47,0.349,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,8,6.903,21.829,10.605,181.815,84.074,0.323,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,9,5.005,19.143,9.213,138.518,70.951,0.346,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,2,10,2.196,16.071,7.539,95.152,62.061,0.31,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,1,5.013,6.549,5.458,28.073,28.533,0.433,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,3,9.024,11.914,9.198,86.07,48.175,0.466,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,4,9.907,12.065,8.997,85.251,48.429,0.457,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,5,10.914,16.301,10.043,128.584,61.468,0.428,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,6,8.734,16.997,9.267,123.715,63.585,0.385,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,7,9.479,16.766,9.582,126.174,62.145,0.411,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,8,6.048,17.433,8.656,118.514,63.161,0.373,,
2016moreSASmut_exp8013.tif (blue),H,shade,npr4,3,9,2.407,15.833,7.779,96.738,56.981,0.374,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,1,1,3.964,5.087,4.264,17.036,20.997,0.486,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,1,2,3.447,4.866,3.959,15.129,19.643,0.493,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,1,3,6.641,8.003,6.326,39.76,32.004,0.488,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,1,4,5.387,9.212,7.427,53.738,39.201,0.439,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,1,5,6.037,10.702,7.115,59.805,41.317,0.44,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,1,6,3.907,10.609,6.684,55.692,42.418,0.389,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,1,7,1.019,7.229,4.543,25.79,28.871,0.389,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,1,4.46,6.287,5.64,27.846,26.077,0.515,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,2,6.679,10.832,7.643,65.02,44.45,0.414,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,3,8.834,11.529,7.945,71.943,45.297,0.441,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,4,8.114,14.037,8.281,91.296,51.731,0.429,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,5,8.565,16.617,9.254,120.778,62.145,0.393,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,6,5.839,15.867,8.378,104.408,60.875,0.354,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,7,4.542,13.983,7.295,80.115,52.155,0.37,,
2016moreSASmut_exp8014.tif (blue),H,shade,NahG,2,8,1.124,11.118,5.751,50.22,44.111,0.324,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,1,3.817,6.963,6.29,34.398,29.295,0.504,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,2,3.703,7.463,6.509,38.152,32.851,0.444,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,3,8.983,11.931,9.173,85.955,47.667,0.475,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,4,8.101,12.29,8.657,83.557,48.937,0.438,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,5,10.616,17.371,9.981,136.177,61.891,0.447,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,6,9.102,18.893,9.853,146.199,70.866,0.366,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,7,6.753,19.507,8.913,136.548,71.797,0.333,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,8,3.153,16.952,8.078,107.545,61.383,0.359,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,1,9,1.636,14.402,6.097,68.966,53.933,0.298,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,1,4.654,6.955,5.698,31.127,29.295,0.456,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,2,4.311,6.773,5.493,29.222,26.839,0.51,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,3,6.556,11.895,8.647,80.787,49.615,0.412,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,4,7.88,12.732,10.102,101.014,49.869,0.51,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,5,6.025,16.716,10.04,131.813,64.177,0.402,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,6,7.813,16.69,9.107,119.378,63.754,0.369,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,7,4.601,18.691,8.094,118.815,68.326,0.32,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,8,5.768,19.054,8.022,120.054,66.802,0.338,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr2/3/4,2,9,1.963,15.357,6.567,79.201,55.287,0.326,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,1,5.333,6.971,5.98,32.742,32.173,0.397,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,2,6.362,8.314,6.304,41.163,35.306,0.415,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,3,9.165,11.367,10.098,90.149,46.821,0.517,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,4,10.097,13.974,10.101,110.856,56.811,0.432,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,5,11.441,16.838,11.542,152.632,69.088,0.402,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,6,11.762,18.962,10.429,155.317,72.221,0.374,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,7,10.599,17.403,10.883,148.752,69.85,0.383,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,8,7.603,19.577,9.57,147.141,76.793,0.314,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,9,5.051,18.891,10.52,156.077,72.644,0.372,,
2016moreSASmut_exp8014.tif (blue).tif,H,shade,npr3,4,10,1.697,13.816,7.395,80.242,54.356,0.341,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,1,5.413,7.827,7.13,43.83,33.189,0.5,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,2,5.812,7.459,6.974,40.851,31.665,0.512,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,3,9.834,14.261,11.306,126.634,59.267,0.453,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,4,10.65,15.265,12.105,145.129,62.484,0.467,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,5,11.79,18.704,12.021,176.58,72.136,0.426,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,6,10.777,19.494,13.052,199.826,80.857,0.384,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,7,9.927,19.776,11.281,175.216,74.507,0.397,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,8,5.074,19.401,11.122,169.464,76.962,0.36,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,9,2.906,16.873,9.474,125.545,65.532,0.367,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,1,10,0.575,13.236,7.705,80.1,50.207,0.399,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,1,3.079,6.126,5.744,27.64,27.686,0.453,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,2,3.598,6.461,6.001,30.452,29.295,0.446,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,3,7.35,11.165,9.935,87.12,47.583,0.484,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,4,7.416,12.79,11.067,111.166,57.235,0.426,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,5,6.718,14.047,11.143,122.932,56.303,0.487,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,6,6.463,16.345,10.051,129.025,61.722,0.426,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,7,4.662,15.143,9.359,111.304,56.642,0.436,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,2,8,1.537,11.885,8.178,76.339,46.651,0.441,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,1,5.215,8.222,7.427,47.964,46.905,0.274,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,2,4.866,7.91,7.232,44.932,35.729,0.442,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,3,10.248,14.98,11.848,139.387,62.569,0.447,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,4,10.548,16.229,13.601,173.362,65.786,0.503,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,5,10.795,19.547,12.949,198.788,77.301,0.418,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,6,8.99,20.604,14.042,227.233,82.042,0.424,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,7,8.426,20.307,12.999,207.311,80.01,0.407,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,8,8.928,19.646,11.556,178.301,74.422,0.405,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,9,3.826,18.255,10.094,144.731,69.681,0.375,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,3,10,1.566,16.912,9.036,120.018,62.907,0.381,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,1,6.682,7.991,7.182,45.077,33.359,0.509,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,2,4.992,8.081,7.556,47.957,34.798,0.498,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,3,7.862,13.321,11.268,117.894,56.642,0.462,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,4,10.408,14.78,13.013,151.053,67.395,0.418,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,5,10.771,19.227,13.221,199.639,77.131,0.422,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,6,11.5,21.02,11.646,192.27,81.703,0.362,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,7,11.218,20.566,11.688,188.794,76.877,0.401,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,8,6.168,21.842,12.005,205.951,79.756,0.407,,
2016moreSASmut_exp8015.tif (blue),H,shade,sid1,4,9,4.219,17.926,8.651,121.804,66.379,0.347,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr4,1,1,1.747,4.575,3.668,13.181,17.441,0.545,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr4,1,2,2.892,3.938,2.817,8.711,17.357,0.363,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr4,1,3,3.775,6.098,5.329,25.523,24.469,0.536,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr4,1,4,3.208,12.116,8.294,78.917,41.656,0.572,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr4,1,5,3.795,9.721,6.489,49.546,33.189,0.565,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr4,1,6,2.445,10.995,6.342,54.767,36.407,0.519,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr4,1,7,1.639,8.597,4.76,32.138,28.025,0.514,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,1,4.622,7.522,6.627,39.152,29.21,0.577,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,2,5.294,6.693,5.744,30.193,25.908,0.565,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,3,6.645,9.261,8.301,60.383,38.777,0.505,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,4,8.792,10.993,6.944,59.955,40.979,0.449,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,5,7.634,16.278,8.818,112.736,52.663,0.511,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,6,10.358,18.314,10.75,154.629,62.399,0.499,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,7,7.207,21.754,10.883,185.942,68.326,0.501,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,8,8.032,22.587,11.008,195.274,69.596,0.507,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,9,5.148,18.916,8.193,121.717,57.319,0.466,,
2016moreSASmut_exp9001.tif (blue),I,sun,npr2/3/4,1,10,2.387,16.383,7.213,92.81,52.832,0.418,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,1,5.516,6.903,6.132,33.247,26.585,0.591,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,2,4.376,7.135,6.162,34.53,27.686,0.566,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,3,7.227,10.909,8.089,69.31,39.37,0.562,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,4,8.75,13.788,10.702,115.892,50.038,0.582,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,5,10.374,17.137,11.895,160.095,59.267,0.573,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,6,11.033,18.297,12.266,176.263,64.262,0.536,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,7,9.514,20.111,12.062,190.53,66.633,0.539,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,8,8.349,17.727,11.103,154.58,58.843,0.561,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,9,3.603,17.339,7.939,108.114,50.8,0.526,,
2016moreSASmut_exp9001.tif (blue),I,sun,sid2,1,10,1.885,15.566,8.251,100.876,49.445,0.518,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,1,6.198,7.443,5.705,33.351,27.263,0.564,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,2,6.57,8.41,6.671,44.059,35.052,0.451,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,3,10.645,13.694,10.101,108.636,50.123,0.543,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,4,11.11,12.514,9.902,97.324,46.905,0.556,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,5,10.944,19.89,12.031,187.949,65.363,0.553,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,6,12.4,21.293,10.885,182.027,66.463,0.518,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,7,12.248,20.667,11.478,186.313,65.532,0.545,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,8,9.865,20.491,10.633,171.123,64.177,0.522,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,9,3.814,17.652,8.608,119.337,54.525,0.504,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr4,2,10,3.691,16.5,6.401,82.953,48.514,0.443,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,1,3.331,6.726,5.98,31.59,26.755,0.555,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,2,3.443,6.302,4.85,24.004,24.553,0.5,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,3,6.803,11.795,9.268,85.853,44.196,0.552,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,4,6.698,13.798,9.155,99.208,46.905,0.567,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,5,5.526,15.48,8.354,101.575,50.123,0.508,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,6,4.621,14.461,7.985,90.697,46.059,0.537,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,7,3.156,13.121,7.172,73.907,42.926,0.504,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,2,8,0.645,9.859,5.353,41.452,32.597,0.49,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,1,4.646,6.794,6.429,34.305,27.093,0.587,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,2,4.325,6.758,6.532,34.672,26.839,0.605,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,3,7.931,10.34,9.653,78.389,40.979,0.587,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,4,9.098,11.208,9.612,84.613,47.498,0.471,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,5,10.586,13.747,11.338,122.419,54.356,0.521,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,6,10.606,19.988,12.985,203.851,67.141,0.568,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,7,10.718,19.248,13.179,199.236,66.633,0.564,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,8,9.03,18.89,11.175,165.801,60.791,0.564,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,9,5.731,17.937,10.365,146.019,59.182,0.524,,
2016moreSASmut_exp9002.tif (blue),I,sun,sid1,1,10,2.947,15.922,8.981,112.31,50.969,0.543,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,1,7.933,8.84,7.337,50.935,34.036,0.553,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,2,6.157,8.938,8.102,56.873,34.713,0.593,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,3,9.887,13.802,12.188,132.123,58.674,0.482,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,4,10.407,15.911,13.295,166.145,60.029,0.579,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,5,10.684,13.575,9.887,105.416,51.308,0.503,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,6,13.222,21.254,12.853,214.548,69.935,0.551,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,7,8.865,24.603,14.19,274.206,80.941,0.526,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,8,4.68,26.028,11.199,228.935,77.131,0.484,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,9,5.939,26.024,14.09,287.994,88.053,0.467,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr3,1,10,1.398,21.788,11.772,201.44,71.374,0.497,,
2016moreSASmut_exp9002.tif (blue),I,sun,npr2/3/4,3,1,5.486,7.233,5.698,32.369,28.702,0.494,,
