 ,Label,IntDen,RawIntDen
1,exp6set2.tif:exp6107,25407867.61,262404552
2,exp6set2.tif:exp6107,25404082.54,262365461
3,exp6set2.tif:exp6107,25408020.69,262406133
4,exp6set2.tif:exp6107,25440532.61,262741906
5,exp6set2.tif:exp6107,25401504.13,262338832
6,exp6set2.tif:exp6107,25435849.77,262693543
7,exp6set2.tif:exp6107,25408434.34,262410405
8,exp6set2.tif:exp6107,25410225.25,262428901
9,exp6set2.tif:exp6107,25420474.59,262534753
10,exp6set2.tif:exp6107,25403128.21,262355605
11,exp6set2.tif:exp6107,25399018.39,262313160
12,exp6set2.tif:exp6107,25413395.47,262461642
13,exp6set2.tif:exp6107,25414790.75,262476052
14,exp6set2.tif:exp6107,25407810.97,262403967
15,exp6set2.tif:exp6107,25418594.5,262515336
16,exp6set2.tif:exp6107,25397823.64,262300821
17,exp6set2.tif:exp6107,25420618.87,262536243
18,exp6set2.tif:exp6107,25419146.22,262521034
19,exp6set2.tif:exp6107,25453578.71,262876642
20,exp6set2.tif:exp6110,25407256.73,262398243
21,exp6set2.tif:exp6110,25403991.62,262364522
22,exp6set2.tif:exp6110,25407998.13,262405900
23,exp6set2.tif:exp6110,25442078.26,262757869
24,exp6set2.tif:exp6110,25401720.83,262341070
25,exp6set2.tif:exp6110,25434481.41,262679411
26,exp6set2.tif:exp6110,25408217.64,262408167
27,exp6set2.tif:exp6110,25410319.37,262429873
28,exp6set2.tif:exp6110,25420190.02,262531814
29,exp6set2.tif:exp6110,25403227.95,262356635
30,exp6set2.tif:exp6110,25398999.31,262312963
31,exp6set2.tif:exp6110,25412753.7,262455014
32,exp6set2.tif:exp6110,25414466.96,262472708
33,exp6set2.tif:exp6110,25407361.69,262399327
34,exp6set2.tif:exp6110,25417011.38,262498986
35,exp6set2.tif:exp6110,25397841.26,262301003
36,exp6set2.tif:exp6110,25419824.3,262528037
37,exp6set2.tif:exp6110,25418450.13,262513845
38,exp6set2.tif:exp6110,25446384.65,262802344
39,exp6set2.tif:exp6114,25407353.94,262399247
40,exp6set2.tif:exp6114,25404650.53,262371327
41,exp6set2.tif:exp6114,25411020.49,262437114
42,exp6set2.tif:exp6114,25456636.51,262908222
43,exp6set2.tif:exp6114,25403987.26,262364477
44,exp6set2.tif:exp6114,25436618.57,262701483
45,exp6set2.tif:exp6114,25409158.31,262417882
46,exp6set2.tif:exp6114,25411588.29,262442978
47,exp6set2.tif:exp6114,25422850.63,262559292
48,exp6set2.tif:exp6114,25403301.92,262357399
49,exp6set2.tif:exp6114,25399302.96,262316099
50,exp6set2.tif:exp6114,25412779.94,262455285
51,exp6set2.tif:exp6114,25414476.06,262472802
52,exp6set2.tif:exp6114,25407482.72,262400577
53,exp6set2.tif:exp6114,25417282.98,262501791
54,exp6set2.tif:exp6114,25397971.59,262302349
55,exp6set2.tif:exp6114,25420118.95,262531080
56,exp6set2.tif:exp6114,25419527.33,262524970
57,exp6set2.tif:exp6114,25443495.91,262772510
58,exp6set2.tif:exp6118,25407985.74,262405772
59,exp6set2.tif:exp6118,25405458.94,262379676
60,exp6set2.tif:exp6118,25412444.34,262451819
61,exp6set2.tif:exp6118,25460717.19,262950366
62,exp6set2.tif:exp6118,25406187.66,262387202
63,exp6set2.tif:exp6118,25440089.05,262737325
64,exp6set2.tif:exp6118,25410238.52,262429038
65,exp6set2.tif:exp6118,25412388.56,262451243
66,exp6set2.tif:exp6118,25423280.93,262563736
67,exp6set2.tif:exp6118,25403758.95,262362119
68,exp6set2.tif:exp6118,25399292.12,262315987
69,exp6set2.tif:exp6118,25412668.68,262454136
70,exp6set2.tif:exp6118,25413933.73,262467201
