"","setfiles","variable","value","treatment","promoter","line","date.time","ZT"
"1","exp33","exp3_set1_shade_plate1_YUC9_line1_rep1",0,"shade","YUC9","line1",2016-06-11 12:11:00,6.18333333333333
"2","exp37","exp3_set1_shade_plate1_YUC9_line1_rep1",8.02675381663676e-05,"shade","YUC9","line1",2016-06-11 13:11:00,7.18333333333333
"4","exp311","exp3_set1_shade_plate1_YUC9_line1_rep1",9.4963927658398e-05,"shade","YUC9","line1",2016-06-11 14:11:00,8.18333333333333
"6","exp315","exp3_set1_shade_plate1_YUC9_line1_rep1",9.38334414755104e-05,"shade","YUC9","line1",2016-06-11 15:11:00,9.18333333333333
"8","exp319","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000101972922230686,"shade","YUC9","line1",2016-06-11 16:11:00,10.1833333333333
"10","exp324","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000104120833103849,"shade","YUC9","line1",2016-06-11 17:26:00,11.4333333333333
"12","exp327","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000130234651642525,"shade","YUC9","line1",2016-06-11 18:11:00,12.1833333333333
"14","exp339","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000155782778573865,"shade","YUC9","line1",2016-06-11 21:11:00,15.1833333333333
"16","exp343","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000156574085018235,"shade","YUC9","line1",2016-06-11 22:11:00,16.1833333333333
"17","exp375","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000334607000425535,"shade","YUC9","line1",2016-06-12 06:11:00,24.1833333333333
"18","exp377","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000345005704311063,"shade","YUC9","line1",2016-06-12 06:41:00,24.6833333333333
"19","exp388","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000312226926943993,"shade","YUC9","line1",2016-06-12 09:26:00,27.4333333333333
"20","exp392","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000304879857431217,"shade","YUC9","line1",2016-06-12 10:26:00,28.4333333333333
"21","exp3108","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000279221336555224,"shade","YUC9","line1",2016-06-12 14:26:00,32.4333333333333
"22","exp3124","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000282838424396914,"shade","YUC9","line1",2016-06-12 18:26:00,36.4333333333333
"23","exp3141","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000328051257277195,"shade","YUC9","line1",2016-06-12 22:41:00,40.6833333333333
"24","exp3171","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000358003978771393,"shade","YUC9","line1",2016-06-13 06:11:00,48.1833333333333
"25","exp3173","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000375636233464149,"shade","YUC9","line1",2016-06-13 06:41:00,48.6833333333333
"26","exp3189","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000416325229551262,"shade","YUC9","line1",2016-06-13 10:41:00,52.6833333333333
"27","exp3203","exp3_set1_shade_plate1_YUC9_line1_rep1",0.000363090228201912,"shade","YUC9","line1",2016-06-13 14:11:00,56.1833333333333
"28","exp33","exp3_set1_shade_plate1_YUC8_line1_rep1",0,"shade","YUC8","line1",2016-06-11 12:11:00,6.18333333333333
"29","exp37","exp3_set1_shade_plate1_YUC8_line1_rep1",9.38438691413523e-05,"shade","YUC8","line1",2016-06-11 13:11:00,7.18333333333333
"31","exp311","exp3_set1_shade_plate1_YUC8_line1_rep1",9.90446761335306e-05,"shade","YUC8","line1",2016-06-11 14:11:00,8.18333333333333
"33","exp315","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000115325342033401,"shade","YUC8","line1",2016-06-11 15:11:00,9.18333333333333
"35","exp319","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000130362182744648,"shade","YUC8","line1",2016-06-11 16:11:00,10.1833333333333
"37","exp324","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000142798549127576,"shade","YUC8","line1",2016-06-11 17:26:00,11.4333333333333
"39","exp327","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000159757057797805,"shade","YUC8","line1",2016-06-11 18:11:00,12.1833333333333
"41","exp339","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000192769049618846,"shade","YUC8","line1",2016-06-11 21:11:00,15.1833333333333
"43","exp343","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000190960192917089,"shade","YUC8","line1",2016-06-11 22:11:00,16.1833333333333
"44","exp375","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000233580776132669,"shade","YUC8","line1",2016-06-12 06:11:00,24.1833333333333
"45","exp377","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000225780286069011,"shade","YUC8","line1",2016-06-12 06:41:00,24.6833333333333
"46","exp388","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000231206718403598,"shade","YUC8","line1",2016-06-12 09:26:00,27.4333333333333
"47","exp392","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000220466884634618,"shade","YUC8","line1",2016-06-12 10:26:00,28.4333333333333
"48","exp3108","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000223406215507538,"shade","YUC8","line1",2016-06-12 14:26:00,32.4333333333333
"49","exp3124","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000249520776844037,"shade","YUC8","line1",2016-06-12 18:26:00,36.4333333333333
"50","exp3141","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000283322039621225,"shade","YUC8","line1",2016-06-12 22:41:00,40.6833333333333
"51","exp3171","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000285582965396713,"shade","YUC8","line1",2016-06-13 06:11:00,48.1833333333333
"52","exp3173","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000273713065553238,"shade","YUC8","line1",2016-06-13 06:41:00,48.6833333333333
"53","exp3189","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000276878381725965,"shade","YUC8","line1",2016-06-13 10:41:00,52.6833333333333
"54","exp3203","exp3_set1_shade_plate1_YUC8_line1_rep1",0.000282530714763141,"shade","YUC8","line1",2016-06-13 14:11:00,56.1833333333333
"55","exp33","exp3_set1_shade_plate2_YUC8_line2_rep1",0,"shade","YUC8","line2",2016-06-11 12:11:00,6.18333333333333
"56","exp37","exp3_set1_shade_plate2_YUC8_line2_rep1",6.2410965362858e-05,"shade","YUC8","line2",2016-06-11 13:11:00,7.18333333333333
"58","exp311","exp3_set1_shade_plate2_YUC8_line2_rep1",7.63173887357027e-05,"shade","YUC8","line2",2016-06-11 14:11:00,8.18333333333333
"60","exp315","exp3_set1_shade_plate2_YUC8_line2_rep1",9.5650486315435e-05,"shade","YUC8","line2",2016-06-11 15:11:00,9.18333333333333
"62","exp319","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000119279475974565,"shade","YUC8","line2",2016-06-11 16:11:00,10.1833333333333
"64","exp324","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000126628125919126,"shade","YUC8","line2",2016-06-11 17:26:00,11.4333333333333
"66","exp327","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000141325313517626,"shade","YUC8","line2",2016-06-11 18:11:00,12.1833333333333
"68","exp339","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000192312088255875,"shade","YUC8","line2",2016-06-11 21:11:00,15.1833333333333
"70","exp343","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000172528076969769,"shade","YUC8","line2",2016-06-11 22:11:00,16.1833333333333
"71","exp375","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000210852286862462,"shade","YUC8","line2",2016-06-12 06:11:00,24.1833333333333
"72","exp377","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000204634563882422,"shade","YUC8","line2",2016-06-12 06:41:00,24.6833333333333
"73","exp388","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000198642914568836,"shade","YUC8","line2",2016-06-12 09:26:00,27.4333333333333
"74","exp392","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000197851562798945,"shade","YUC8","line2",2016-06-12 10:26:00,28.4333333333333
"75","exp3108","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000217748275552765,"shade","YUC8","line2",2016-06-12 14:26:00,32.4333333333333
"76","exp3124","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000228148720740506,"shade","YUC8","line2",2016-06-12 18:26:00,36.4333333333333
"77","exp3141","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000252453816603548,"shade","YUC8","line2",2016-06-12 22:41:00,40.6833333333333
"78","exp3171","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000257201741010959,"shade","YUC8","line2",2016-06-13 06:11:00,48.1833333333333
"79","exp3173","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000261271378064976,"shade","YUC8","line2",2016-06-13 06:41:00,48.6833333333333
"80","exp3189","exp3_set1_shade_plate2_YUC8_line2_rep1",0.00024804501565967,"shade","YUC8","line2",2016-06-13 10:41:00,52.6833333333333
"81","exp3203","exp3_set1_shade_plate2_YUC8_line2_rep1",0.000269297573058935,"shade","YUC8","line2",2016-06-13 14:11:00,56.1833333333333
"82","exp33","exp3_set1_shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 12:11:00,6.18333333333333
"83","exp37","exp3_set1_shade_plate3_YUC9_line3_rep1",4.56724578299372e-05,"shade","YUC9","line3",2016-06-11 13:11:00,7.18333333333333
"85","exp311","exp3_set1_shade_plate3_YUC9_line3_rep1",6.77168149181284e-05,"shade","YUC9","line3",2016-06-11 14:11:00,8.18333333333333
"87","exp315","exp3_set1_shade_plate3_YUC9_line3_rep1",8.56911952453743e-05,"shade","YUC9","line3",2016-06-11 15:11:00,9.18333333333333
"89","exp319","exp3_set1_shade_plate3_YUC9_line3_rep1",8.45607376724899e-05,"shade","YUC9","line3",2016-06-11 16:11:00,10.1833333333333
"91","exp324","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000113387129072606,"shade","YUC9","line3",2016-06-11 17:26:00,11.4333333333333
"93","exp327","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000133508739367016,"shade","YUC9","line3",2016-06-11 18:11:00,12.1833333333333
"95","exp339","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000153856149786691,"shade","YUC9","line3",2016-06-11 21:11:00,15.1833333333333
"97","exp343","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000169116519273871,"shade","YUC9","line3",2016-06-11 22:11:00,16.1833333333333
"98","exp375","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000140856448453519,"shade","YUC9","line3",2016-06-12 06:11:00,24.1833333333333
"99","exp377","exp3_set1_shade_plate3_YUC9_line3_rep1",0.0001623341527619,"shade","YUC9","line3",2016-06-12 06:41:00,24.6833333333333
"100","exp388","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000254458573031968,"shade","YUC9","line3",2016-06-12 09:26:00,27.4333333333333
"101","exp392","exp3_set1_shade_plate3_YUC9_line3_rep1",0.00024089461052057,"shade","YUC9","line3",2016-06-12 10:26:00,28.4333333333333
"102","exp3108","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000223035198718691,"shade","YUC9","line3",2016-06-12 14:26:00,32.4333333333333
"103","exp3124","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000213653267234548,"shade","YUC9","line3",2016-06-12 18:26:00,36.4333333333333
"104","exp3141","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000215122730413242,"shade","YUC9","line3",2016-06-12 22:41:00,40.6833333333333
"105","exp3171","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000201897507928095,"shade","YUC9","line3",2016-06-13 06:11:00,48.1833333333333
"106","exp3173","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000226878381951678,"shade","YUC9","line3",2016-06-13 06:41:00,48.6833333333333
"107","exp3189","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000216705227543912,"shade","YUC9","line3",2016-06-13 10:41:00,52.6833333333333
"108","exp3203","exp3_set1_shade_plate3_YUC9_line3_rep1",0.000223035198718691,"shade","YUC9","line3",2016-06-13 14:11:00,56.1833333333333
"109","exp33","exp3_set1_shade_plate3_YUC5_line3_rep1",0,"shade","YUC5","line3",2016-06-11 12:11:00,6.18333333333333
"110","exp37","exp3_set1_shade_plate3_YUC5_line3_rep1",4.65820389230487e-05,"shade","YUC5","line3",2016-06-11 13:11:00,7.18333333333333
"112","exp311","exp3_set1_shade_plate3_YUC5_line3_rep1",6.320196546028e-05,"shade","YUC5","line3",2016-06-11 14:11:00,8.18333333333333
"114","exp315","exp3_set1_shade_plate3_YUC5_line3_rep1",8.9657780090846e-05,"shade","YUC5","line3",2016-06-11 15:11:00,9.18333333333333
"116","exp319","exp3_set1_shade_plate3_YUC5_line3_rep1",8.24220499282546e-05,"shade","YUC5","line3",2016-06-11 16:11:00,10.1833333333333
"118","exp324","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000116678389115776,"shade","YUC5","line3",2016-06-11 17:26:00,11.4333333333333
"120","exp327","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000137254413054677,"shade","YUC5","line3",2016-06-11 18:11:00,12.1833333333333
"122","exp339","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000145733458417396,"shade","YUC5","line3",2016-06-11 21:11:00,15.1833333333333
"124","exp343","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000161221719292115,"shade","YUC5","line3",2016-06-11 22:11:00,16.1833333333333
"125","exp375","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000203841841617702,"shade","YUC5","line3",2016-06-12 06:11:00,24.1833333333333
"126","exp377","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000206215869766879,"shade","YUC5","line3",2016-06-12 06:41:00,24.6833333333333
"127","exp388","exp3_set1_shade_plate3_YUC5_line3_rep1",0.00020440708676972,"shade","YUC5","line3",2016-06-12 09:26:00,27.4333333333333
"128","exp392","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000208250747927963,"shade","YUC5","line3",2016-06-12 10:26:00,28.4333333333333
"129","exp3108","exp3_set1_shade_plate3_YUC5_line3_rep1",0.00020474623375577,"shade","YUC5","line3",2016-06-12 14:26:00,32.4333333333333
"130","exp3124","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000252904296146994,"shade","YUC5","line3",2016-06-12 18:26:00,36.4333333333333
"131","exp3141","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000250643390213412,"shade","YUC5","line3",2016-06-12 22:41:00,40.6833333333333
"132","exp3171","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000290208732497632,"shade","YUC5","line3",2016-06-13 06:11:00,48.1833333333333
"133","exp3173","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000281165321350585,"shade","YUC5","line3",2016-06-13 06:41:00,48.6833333333333
"134","exp3189","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000292469576425702,"shade","YUC5","line3",2016-06-13 10:41:00,52.6833333333333
"135","exp3203","exp3_set1_shade_plate3_YUC5_line3_rep1",0.000284330521701293,"shade","YUC5","line3",2016-06-13 14:11:00,56.1833333333333
"136","exp33","exp3_set1_shade_plate3_YUC8_line3_rep2",0,"shade","YUC8","line3",2016-06-11 12:11:00,6.18333333333333
"137","exp37","exp3_set1_shade_plate3_YUC8_line3_rep2",4.58959085349875e-05,"shade","YUC8","line3",2016-06-11 13:11:00,7.18333333333333
"139","exp311","exp3_set1_shade_plate3_YUC8_line3_rep2",6.94085177421755e-05,"shade","YUC8","line3",2016-06-11 14:11:00,8.18333333333333
"141","exp315","exp3_set1_shade_plate3_YUC8_line3_rep2",8.03734015946134e-05,"shade","YUC8","line3",2016-06-11 15:11:00,9.18333333333333
"143","exp319","exp3_set1_shade_plate3_YUC8_line3_rep2",4.92871738977385e-05,"shade","YUC8","line3",2016-06-11 16:11:00,10.1833333333333
"145","exp324","exp3_set1_shade_plate3_YUC8_line3_rep2",7.64170098150885e-05,"shade","YUC8","line3",2016-06-11 17:26:00,11.4333333333333
"147","exp327","exp3_set1_shade_plate3_YUC8_line3_rep2",9.89117785508142e-05,"shade","YUC8","line3",2016-06-11 18:11:00,12.1833333333333
"149","exp339","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000113832738193764,"shade","YUC8","line3",2016-06-11 21:11:00,15.1833333333333
"151","exp343","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000135987817831307,"shade","YUC8","line3",2016-06-11 22:11:00,16.1833333333333
"152","exp375","exp3_set1_shade_plate3_YUC8_line3_rep2",6.29651966050915e-05,"shade","YUC8","line3",2016-06-12 06:11:00,24.1833333333333
"153","exp377","exp3_set1_shade_plate3_YUC8_line3_rep2",9.54075914094688e-05,"shade","YUC8","line3",2016-06-12 06:41:00,24.6833333333333
"154","exp388","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000166846111788743,"shade","YUC8","line3",2016-06-12 09:26:00,27.4333333333333
"155","exp392","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000141413499758158,"shade","YUC8","line3",2016-06-12 10:26:00,28.4333333333333
"156","exp3108","exp3_set1_shade_plate3_YUC8_line3_rep2",7.84517269423191e-05,"shade","YUC8","line3",2016-06-12 14:26:00,32.4333333333333
"157","exp3124","exp3_set1_shade_plate3_YUC8_line3_rep2",8.68166449841112e-05,"shade","YUC8","line3",2016-06-12 18:26:00,36.4333333333333
"158","exp3141","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000127510148974608,"shade","YUC8","line3",2016-06-12 22:41:00,40.6833333333333
"159","exp3171","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000140735290631966,"shade","YUC8","line3",2016-06-13 06:11:00,48.1833333333333
"160","exp3173","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000152377836364792,"shade","YUC8","line3",2016-06-13 06:41:00,48.6833333333333
"161","exp3189","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000124232103658528,"shade","YUC8","line3",2016-06-13 10:41:00,52.6833333333333
"162","exp3203","exp3_set1_shade_plate3_YUC8_line3_rep2",0.000114737033818813,"shade","YUC8","line3",2016-06-13 14:11:00,56.1833333333333
"163","exp33","exp3_set1_sun_plate1_YUC9_line2_rep1",0,"sun","YUC9","line2",2016-06-11 12:11:00,6.18333333333333
"165","exp38","exp3_set1_sun_plate1_YUC9_line2_rep1",-5.9915352252915e-06,"sun","YUC9","line2",2016-06-11 13:26:00,7.43333333333333
"167","exp312","exp3_set1_sun_plate1_YUC9_line2_rep1",2.28354344216086e-05,"sun","YUC9","line2",2016-06-11 14:26:00,8.43333333333333
"169","exp316","exp3_set1_sun_plate1_YUC9_line2_rep1",3.02964386129645e-05,"sun","YUC9","line2",2016-06-11 15:26:00,9.43333333333333
"171","exp320","exp3_set1_sun_plate1_YUC9_line2_rep1",4.81574737207779e-05,"sun","YUC9","line2",2016-06-11 16:26:00,10.4333333333333
"173","exp325","exp3_set1_sun_plate1_YUC9_line2_rep1",5.39226973366169e-05,"sun","YUC9","line2",2016-06-11 17:41:00,11.6833333333333
"175","exp328","exp3_set1_sun_plate1_YUC9_line2_rep1",5.84444252318406e-05,"sun","YUC9","line2",2016-06-11 18:26:00,12.4333333333333
"177","exp340","exp3_set1_sun_plate1_YUC9_line2_rep1",9.46177381955238e-05,"sun","YUC9","line2",2016-06-11 21:26:00,15.4333333333333
"178","exp343","exp3_set1_sun_plate1_YUC9_line2_rep1",8.13919758257953e-05,"sun","YUC9","line2",2016-06-11 22:11:00,16.1833333333333
"179","exp375","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000119486364742016,"sun","YUC9","line2",2016-06-12 06:11:00,24.1833333333333
"180","exp377","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000140398287086896,"sun","YUC9","line2",2016-06-12 06:41:00,24.6833333333333
"181","exp388","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000160066521214475,"sun","YUC9","line2",2016-06-12 09:26:00,27.4333333333333
"182","exp392","exp3_set1_sun_plate1_YUC9_line2_rep1",0.00017815201710647,"sun","YUC9","line2",2016-06-12 10:26:00,28.4333333333333
"183","exp3108","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000149667258416031,"sun","YUC9","line2",2016-06-12 14:26:00,32.4333333333333
"184","exp3124","exp3_set1_sun_plate1_YUC9_line2_rep1",0.00016108383637814,"sun","YUC9","line2",2016-06-12 18:26:00,36.4333333333333
"185","exp3141","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000213078989339976,"sun","YUC9","line2",2016-06-12 22:41:00,40.6833333333333
"186","exp3171","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000202341013462615,"sun","YUC9","line2",2016-06-13 06:11:00,48.1833333333333
"187","exp3173","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000208783808581359,"sun","YUC9","line2",2016-06-13 06:41:00,48.6833333333333
"188","exp3189","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000211722617848409,"sun","YUC9","line2",2016-06-13 10:41:00,52.6833333333333
"189","exp3203","exp3_set1_sun_plate1_YUC9_line2_rep1",0.000189568369663107,"sun","YUC9","line2",2016-06-13 14:11:00,56.1833333333333
"190","exp33","exp3_set1_sun_plate1_YUC5_line2_rep1",0,"sun","YUC5","line2",2016-06-11 12:11:00,6.18333333333333
"192","exp38","exp3_set1_sun_plate1_YUC5_line2_rep1",6.89494242926969e-05,"sun","YUC5","line2",2016-06-11 13:26:00,7.43333333333333
"194","exp312","exp3_set1_sun_plate1_YUC5_line2_rep1",3.9561548025091e-05,"sun","YUC5","line2",2016-06-11 14:26:00,8.43333333333333
"196","exp316","exp3_set1_sun_plate1_YUC5_line2_rep1",4.98473728143267e-05,"sun","YUC5","line2",2016-06-11 15:26:00,9.43333333333333
"198","exp320","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000123993566429448,"sun","YUC5","line2",2016-06-11 16:26:00,10.4333333333333
"200","exp325","exp3_set1_sun_plate1_YUC5_line2_rep1",8.43213057315495e-05,"sun","YUC5","line2",2016-06-11 17:41:00,11.6833333333333
"202","exp328","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000111108678304106,"sun","YUC5","line2",2016-06-11 18:26:00,12.4333333333333
"204","exp340","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000199492177177518,"sun","YUC5","line2",2016-06-11 21:26:00,15.4333333333333
"205","exp343","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000151571361303837,"sun","YUC5","line2",2016-06-11 22:11:00,16.1833333333333
"206","exp375","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000205821222539981,"sun","YUC5","line2",2016-06-12 06:11:00,24.1833333333333
"207","exp377","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000182652260541261,"sun","YUC5","line2",2016-06-12 06:41:00,24.6833333333333
"208","exp388","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000192711026333114,"sun","YUC5","line2",2016-06-12 09:26:00,27.4333333333333
"209","exp392","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000175644988996027,"sun","YUC5","line2",2016-06-12 10:26:00,28.4333333333333
"210","exp3108","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000310472483093349,"sun","YUC5","line2",2016-06-12 14:26:00,32.4333333333333
"211","exp3124","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000413082115048979,"sun","YUC5","line2",2016-06-12 18:26:00,36.4333333333333
"212","exp3141","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000321999479623969,"sun","YUC5","line2",2016-06-12 22:41:00,40.6833333333333
"213","exp3171","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000315444924265051,"sun","YUC5","line2",2016-06-13 06:11:00,48.1833333333333
"214","exp3173","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000361665205108608,"sun","YUC5","line2",2016-06-13 06:41:00,48.6833333333333
"215","exp3189","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000347539359530913,"sun","YUC5","line2",2016-06-13 10:41:00,52.6833333333333
"216","exp3203","exp3_set1_sun_plate1_YUC5_line2_rep1",0.000337029640686382,"sun","YUC5","line2",2016-06-13 14:11:00,56.1833333333333
"217","exp33","exp3_set1_sun_plate1_YUC8_line2_rep1",0,"sun","YUC8","line2",2016-06-11 12:11:00,6.18333333333333
"219","exp38","exp3_set1_sun_plate1_YUC8_line2_rep1",-1.13064835716159e-07,"sun","YUC8","line2",2016-06-11 13:26:00,7.43333333333333
"221","exp312","exp3_set1_sun_plate1_YUC8_line2_rep1",5.09913379325155e-05,"sun","YUC8","line2",2016-06-11 14:26:00,8.43333333333333
"223","exp316","exp3_set1_sun_plate1_YUC8_line2_rep1",5.15566419991842e-05,"sun","YUC8","line2",2016-06-11 15:26:00,9.43333333333333
"225","exp320","exp3_set1_sun_plate1_YUC8_line2_rep1",7.13421447890994e-05,"sun","YUC8","line2",2016-06-11 16:26:00,10.4333333333333
"227","exp325","exp3_set1_sun_plate1_YUC8_line2_rep1",9.0788203124248e-05,"sun","YUC8","line2",2016-06-11 17:41:00,11.6833333333333
"229","exp328","exp3_set1_sun_plate1_YUC8_line2_rep1",9.74585929931493e-05,"sun","YUC8","line2",2016-06-11 18:26:00,12.4333333333333
"231","exp340","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000116225965133054,"sun","YUC8","line2",2016-06-11 21:26:00,15.4333333333333
"232","exp343","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000103337555103167,"sun","YUC8","line2",2016-06-11 22:11:00,16.1833333333333
"233","exp375","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000167891505562068,"sun","YUC8","line2",2016-06-12 06:11:00,24.1833333333333
"234","exp377","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000151951131371675,"sun","YUC8","line2",2016-06-12 06:41:00,24.6833333333333
"235","exp388","exp3_set1_sun_plate1_YUC8_line2_rep1",0.00015613408348969,"sun","YUC8","line2",2016-06-12 09:26:00,27.4333333333333
"236","exp392","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000155907978278691,"sun","YUC8","line2",2016-06-12 10:26:00,28.4333333333333
"237","exp3108","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000168795918675357,"sun","YUC8","line2",2016-06-12 14:26:00,32.4333333333333
"238","exp3124","exp3_set1_sun_plate1_YUC8_line2_rep1",0.00018857981368825,"sun","YUC8","line2",2016-06-12 18:26:00,36.4333333333333
"239","exp3141","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000207685146229153,"sun","YUC8","line2",2016-06-12 22:41:00,40.6833333333333
"240","exp3171","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000239112302612199,"sun","YUC8","line2",2016-06-13 06:11:00,48.1833333333333
"241","exp3173","exp3_set1_sun_plate1_YUC8_line2_rep1",0.000225320613242985,"sun","YUC8","line2",2016-06-13 06:41:00,48.6833333333333
"242","exp3189","exp3_set1_sun_plate1_YUC8_line2_rep1",0.0002261119432454,"sun","YUC8","line2",2016-06-13 10:41:00,52.6833333333333
"243","exp3203","exp3_set1_sun_plate1_YUC8_line2_rep1",0.00023108600762356,"sun","YUC8","line2",2016-06-13 14:11:00,56.1833333333333
"244","exp33","exp3_set1_sun_plate2_YUC9_line1_rep1",0,"sun","YUC9","line1",2016-06-11 12:11:00,6.18333333333333
"246","exp38","exp3_set1_sun_plate2_YUC9_line1_rep1",-7.91334965555279e-07,"sun","YUC9","line1",2016-06-11 13:26:00,7.43333333333333
"248","exp312","exp3_set1_sun_plate2_YUC9_line1_rep1",3.36878573889976e-05,"sun","YUC9","line1",2016-06-11 14:26:00,8.43333333333333
"250","exp316","exp3_set1_sun_plate2_YUC9_line1_rep1",5.36967157565016e-05,"sun","YUC9","line1",2016-06-11 15:26:00,9.43333333333333
"252","exp320","exp3_set1_sun_plate2_YUC9_line1_rep1",6.51140755572044e-05,"sun","YUC9","line1",2016-06-11 16:26:00,10.4333333333333
