"","setfiles","variable","value","treatment","promoter","line","date.time","ZT"
"1433","exp4254","exp4_set1_shade_plate1_YUC8_line1_rep1",-0.00014103754053707,"shade","YUC8","line1",2016-06-20 07:11:00,49.1833333333333
"1434","exp4266","exp4_set1_shade_plate1_YUC8_line1_rep1",-0.000188815704110112,"shade","YUC8","line1",2016-06-20 10:11:00,52.1833333333333
"1435","exp4282","exp4_set1_shade_plate1_YUC8_line1_rep1",-0.000232195775595301,"shade","YUC8","line1",2016-06-20 14:11:00,56.1833333333333
"1436","exp478","exp4_set1_shade_plate2_YUC8_line2_rep1",0,"shade","YUC8","line2",2016-06-18 11:11:00,5.18333333333333
"1437","exp482","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000115388951300588,"shade","YUC8","line2",2016-06-18 12:11:00,6.18333333333333
"1438","exp486","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000186632164904665,"shade","YUC8","line2",2016-06-18 13:11:00,7.18333333333333
"1439","exp490","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000184873030850241,"shade","YUC8","line2",2016-06-18 14:11:00,8.18333333333333
"1440","exp494","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.00017889199110499,"shade","YUC8","line2",2016-06-18 15:11:00,9.18333333333333
"1441","exp498","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.00020756602480887,"shade","YUC8","line2",2016-06-18 16:11:00,10.1833333333333
"1442","exp4102","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000216449813464692,"shade","YUC8","line2",2016-06-18 17:11:00,11.1833333333333
"1443","exp4106","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000148459437635751,"shade","YUC8","line2",2016-06-18 18:11:00,12.1833333333333
"1444","exp4110","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000127790294840224,"shade","YUC8","line2",2016-06-18 19:11:00,13.1833333333333
"1445","exp4114","exp4_set1_shade_plate2_YUC8_line2_rep1",-8.37264300521667e-05,"shade","YUC8","line2",2016-06-18 20:11:00,14.1833333333333
"1446","exp4118","exp4_set1_shade_plate2_YUC8_line2_rep1",-7.69542587732985e-05,"shade","YUC8","line2",2016-06-18 21:11:00,15.1833333333333
"1447","exp4122","exp4_set1_shade_plate2_YUC8_line2_rep1",-7.60747583399279e-05,"shade","YUC8","line2",2016-06-18 22:11:00,16.1833333333333
"1448","exp4154","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.00034258792316777,"shade","YUC8","line2",2016-06-19 06:11:00,24.1833333333333
"1449","exp4156","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000282948028189622,"shade","YUC8","line2",2016-06-19 06:41:00,24.6833333333333
"1450","exp4158","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000176956954142327,"shade","YUC8","line2",2016-06-19 07:11:00,25.1833333333333
"1451","exp4170","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000150658300039908,"shade","YUC8","line2",2016-06-19 10:11:00,28.1833333333333
"1452","exp4186","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000235009192024904,"shade","YUC8","line2",2016-06-19 14:11:00,32.1833333333333
"1453","exp4202","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000201233060355577,"shade","YUC8","line2",2016-06-19 18:11:00,36.1833333333333
"1454","exp4218","exp4_set1_shade_plate2_YUC8_line2_rep1",-6.87749254524306e-05,"shade","YUC8","line2",2016-06-19 22:11:00,40.1833333333333
"1455","exp4252","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000305994420987332,"shade","YUC8","line2",2016-06-20 06:41:00,48.6833333333333
"1456","exp4254","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000286466537627206,"shade","YUC8","line2",2016-06-20 07:11:00,49.1833333333333
"1457","exp4266","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000176077392744389,"shade","YUC8","line2",2016-06-20 10:11:00,52.1833333333333
"1458","exp4282","exp4_set1_shade_plate2_YUC8_line2_rep1",-0.000293767472090423,"shade","YUC8","line2",2016-06-20 14:11:00,56.1833333333333
"1459","exp478","exp4_set1_shade_plate3_YUC5_line3_rep1",0,"shade","YUC5","line3",2016-06-18 11:11:00,5.18333333333333
"1460","exp482","exp4_set1_shade_plate3_YUC5_line3_rep1",-2.63935529432047e-07,"shade","YUC5","line3",2016-06-18 12:11:00,6.18333333333333
"1461","exp486","exp4_set1_shade_plate3_YUC5_line3_rep1",-2.73615733377142e-05,"shade","YUC5","line3",2016-06-18 13:11:00,7.18333333333333
"1462","exp490","exp4_set1_shade_plate3_YUC5_line3_rep1",-2.56019710143107e-05,"shade","YUC5","line3",2016-06-18 14:11:00,8.18333333333333
"1463","exp494","exp4_set1_shade_plate3_YUC5_line3_rep1",2.36660227095342e-05,"shade","YUC5","line3",2016-06-18 15:11:00,9.18333333333333
"1464","exp498","exp4_set1_shade_plate3_YUC5_line3_rep1",1.95310950594774e-05,"shade","YUC5","line3",2016-06-18 16:11:00,10.1833333333333
"1465","exp4102","exp4_set1_shade_plate3_YUC5_line3_rep1",1.70677282724796e-05,"shade","YUC5","line3",2016-06-18 17:11:00,11.1833333333333
"1466","exp4106","exp4_set1_shade_plate3_YUC5_line3_rep1",3.95897823288749e-05,"shade","YUC5","line3",2016-06-18 18:11:00,12.1833333333333
"1467","exp4110","exp4_set1_shade_plate3_YUC5_line3_rep1",7.05570325862936e-05,"shade","YUC5","line3",2016-06-18 19:11:00,13.1833333333333
"1468","exp4114","exp4_set1_shade_plate3_YUC5_line3_rep1",9.80926939675442e-05,"shade","YUC5","line3",2016-06-18 20:11:00,14.1833333333333
"1469","exp4118","exp4_set1_shade_plate3_YUC5_line3_rep1",9.29902788122661e-05,"shade","YUC5","line3",2016-06-18 21:11:00,15.1833333333333
"1470","exp4122","exp4_set1_shade_plate3_YUC5_line3_rep1",8.84156843667938e-05,"shade","YUC5","line3",2016-06-18 22:11:00,16.1833333333333
"1471","exp4154","exp4_set1_shade_plate3_YUC5_line3_rep1",-9.67795973565444e-05,"shade","YUC5","line3",2016-06-19 06:11:00,24.1833333333333
"1472","exp4156","exp4_set1_shade_plate3_YUC5_line3_rep1",2.34020915144129e-05,"shade","YUC5","line3",2016-06-19 06:41:00,24.6833333333333
"1473","exp4158","exp4_set1_shade_plate3_YUC5_line3_rep1",0.000102227396457266,"shade","YUC5","line3",2016-06-19 07:11:00,25.1833333333333
"1474","exp4170","exp4_set1_shade_plate3_YUC5_line3_rep1",7.30203080436809e-05,"shade","YUC5","line3",2016-06-19 10:11:00,28.1833333333333
"1475","exp4186","exp4_set1_shade_plate3_YUC5_line3_rep1",-6.86233941493697e-06,"shade","YUC5","line3",2016-06-19 14:11:00,32.1833333333333
"1476","exp4202","exp4_set1_shade_plate3_YUC5_line3_rep1",3.27276312290792e-05,"shade","YUC5","line3",2016-06-19 18:11:00,36.1833333333333
"1477","exp4218","exp4_set1_shade_plate3_YUC5_line3_rep1",3.50150185539633e-05,"shade","YUC5","line3",2016-06-19 22:11:00,40.1833333333333
"1478","exp4252","exp4_set1_shade_plate3_YUC5_line3_rep1",0.000146564737917743,"shade","YUC5","line3",2016-06-20 06:41:00,48.6833333333333
"1479","exp4254","exp4_set1_shade_plate3_YUC5_line3_rep1",0.000183071645007971,"shade","YUC5","line3",2016-06-20 07:11:00,49.1833333333333
"1480","exp4266","exp4_set1_shade_plate3_YUC5_line3_rep1",0.000139703095623389,"shade","YUC5","line3",2016-06-20 10:11:00,52.1833333333333
"1481","exp4282","exp4_set1_shade_plate3_YUC5_line3_rep1",3.89739495894048e-05,"shade","YUC5","line3",2016-06-20 14:11:00,56.1833333333333
"1482","exp478","exp4_set1_sun_plate1_YUC9_line1_rep1",0,"sun","YUC9","line1",2016-06-18 11:11:00,5.18333333333333
"1483","exp482","exp4_set1_sun_plate1_YUC9_line1_rep1",3.00983826981849e-05,"sun","YUC9","line1",2016-06-18 12:11:00,6.18333333333333
"1484","exp486","exp4_set1_sun_plate1_YUC9_line1_rep1",1.36411576825424e-05,"sun","YUC9","line1",2016-06-18 13:11:00,7.18333333333333
"1485","exp490","exp4_set1_sun_plate1_YUC9_line1_rep1",1.24970655406287e-05,"sun","YUC9","line1",2016-06-18 14:11:00,8.18333333333333
"1486","exp494","exp4_set1_sun_plate1_YUC9_line1_rep1",5.74680042930709e-05,"sun","YUC9","line1",2016-06-18 15:11:00,9.18333333333333
"1487","exp498","exp4_set1_sun_plate1_YUC9_line1_rep1",4.22431663302802e-05,"sun","YUC9","line1",2016-06-18 16:11:00,10.1833333333333
"1488","exp4102","exp4_set1_sun_plate1_YUC9_line1_rep1",4.80515049723351e-05,"sun","YUC9","line1",2016-06-18 17:11:00,11.1833333333333
"1489","exp4106","exp4_set1_sun_plate1_YUC9_line1_rep1",7.75328632585115e-05,"sun","YUC9","line1",2016-06-18 18:11:00,12.1833333333333
"1490","exp4110","exp4_set1_sun_plate1_YUC9_line1_rep1",9.24053198652075e-05,"sun","YUC9","line1",2016-06-18 19:11:00,13.1833333333333
"1491","exp4114","exp4_set1_sun_plate1_YUC9_line1_rep1",0.000108597642668684,"sun","YUC9","line1",2016-06-18 20:11:00,14.1833333333333
"1492","exp4118","exp4_set1_sun_plate1_YUC9_line1_rep1",9.33733442707307e-05,"sun","YUC9","line1",2016-06-18 21:11:00,15.1833333333333
"1493","exp4122","exp4_set1_sun_plate1_YUC9_line1_rep1",7.77088695578243e-05,"sun","YUC9","line1",2016-06-18 22:11:00,16.1833333333333
"1494","exp4154","exp4_set1_sun_plate1_YUC9_line1_rep1",7.15486362814488e-05,"sun","YUC9","line1",2016-06-19 06:11:00,24.1833333333333
"1495","exp4156","exp4_set1_sun_plate1_YUC9_line1_rep1",9.05572714700043e-05,"sun","YUC9","line1",2016-06-19 06:41:00,24.6833333333333
"1496","exp4158","exp4_set1_sun_plate1_YUC9_line1_rep1",7.11966221551563e-05,"sun","YUC9","line1",2016-06-19 07:11:00,25.1833333333333
"1497","exp4170","exp4_set1_sun_plate1_YUC9_line1_rep1",3.73148606591656e-05,"sun","YUC9","line1",2016-06-19 10:11:00,28.1833333333333
"1498","exp4186","exp4_set1_sun_plate1_YUC9_line1_rep1",1.35531506266773e-05,"sun","YUC9","line1",2016-06-19 14:11:00,32.1833333333333
"1499","exp4202","exp4_set1_sun_plate1_YUC9_line1_rep1",6.46843453537826e-05,"sun","YUC9","line1",2016-06-19 18:11:00,36.1833333333333
"1500","exp4218","exp4_set1_sun_plate1_YUC9_line1_rep1",9.1349292500098e-05,"sun","YUC9","line1",2016-06-19 22:11:00,40.1833333333333
"1501","exp4252","exp4_set1_sun_plate1_YUC9_line1_rep1",8.35170654163164e-05,"sun","YUC9","line1",2016-06-20 06:41:00,48.6833333333333
"1502","exp4254","exp4_set1_sun_plate1_YUC9_line1_rep1",8.62451493404137e-05,"sun","YUC9","line1",2016-06-20 07:11:00,49.1833333333333
"1503","exp4266","exp4_set1_sun_plate1_YUC9_line1_rep1",6.00201290374969e-05,"sun","YUC9","line1",2016-06-20 10:11:00,52.1833333333333
"1504","exp4282","exp4_set1_sun_plate1_YUC9_line1_rep1",2.12097443714754e-05,"sun","YUC9","line1",2016-06-20 14:11:00,56.1833333333333
"1505","exp478","exp4_set1_sun_plate1_YUC5_line1_rep1",0,"sun","YUC5","line1",2016-06-18 11:11:00,5.18333333333333
"1506","exp482","exp4_set1_sun_plate1_YUC5_line1_rep1",-6.44268192502295e-05,"sun","YUC5","line1",2016-06-18 12:11:00,6.18333333333333
"1507","exp486","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000112507097959735,"sun","YUC5","line1",2016-06-18 13:11:00,7.18333333333333
"1508","exp490","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000179312338861592,"sun","YUC5","line1",2016-06-18 14:11:00,8.18333333333333
"1509","exp494","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000230033646889893,"sun","YUC5","line1",2016-06-18 15:11:00,9.18333333333333
"1510","exp498","exp4_set1_sun_plate1_YUC5_line1_rep1",-6.30204732452455e-05,"sun","YUC5","line1",2016-06-18 16:11:00,10.1833333333333
"1511","exp4102","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000215880728191564,"sun","YUC5","line1",2016-06-18 17:11:00,11.1833333333333
"1512","exp4106","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000194871371995475,"sun","YUC5","line1",2016-06-18 18:11:00,12.1833333333333
"1513","exp4110","exp4_set1_sun_plate1_YUC5_line1_rep1",-5.56371792015398e-05,"sun","YUC5","line1",2016-06-18 19:11:00,13.1833333333333
"1514","exp4114","exp4_set1_sun_plate1_YUC5_line1_rep1",-7.03143658498107e-06,"sun","YUC5","line1",2016-06-18 20:11:00,14.1833333333333
"1515","exp4118","exp4_set1_sun_plate1_YUC5_line1_rep1",0.000152397967070783,"sun","YUC5","line1",2016-06-18 21:11:00,15.1833333333333
"1516","exp4122","exp4_set1_sun_plate1_YUC5_line1_rep1",0.00013455751455993,"sun","YUC5","line1",2016-06-18 22:11:00,16.1833333333333
"1517","exp4154","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.00037042757109873,"sun","YUC5","line1",2016-06-19 06:11:00,24.1833333333333
"1518","exp4156","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000232231317525589,"sun","YUC5","line1",2016-06-19 06:41:00,24.6833333333333
"1519","exp4158","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.00014177796090209,"sun","YUC5","line1",2016-06-19 07:11:00,25.1833333333333
"1520","exp4170","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000390999901117794,"sun","YUC5","line1",2016-06-19 10:11:00,28.1833333333333
"1521","exp4186","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000380801615381898,"sun","YUC5","line1",2016-06-19 14:11:00,32.1833333333333
"1522","exp4202","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.00033033874516164,"sun","YUC5","line1",2016-06-19 18:11:00,36.1833333333333
"1523","exp4218","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000258076175384758,"sun","YUC5","line1",2016-06-19 22:11:00,40.1833333333333
"1524","exp4252","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.000216583975532814,"sun","YUC5","line1",2016-06-20 06:41:00,48.6833333333333
"1525","exp4254","exp4_set1_sun_plate1_YUC5_line1_rep1",0,"sun","YUC5","line1",2016-06-20 07:11:00,49.1833333333333
"1526","exp4266","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.00013553697634805,"sun","YUC5","line1",2016-06-20 10:11:00,52.1833333333333
"1527","exp4282","exp4_set1_sun_plate1_YUC5_line1_rep1",-0.00021060638406567,"sun","YUC5","line1",2016-06-20 14:11:00,56.1833333333333
"1528","exp478","exp4_set1_sun_plate3_YUC9_line2_rep1",0,"sun","YUC9","line2",2016-06-18 11:11:00,5.18333333333333
"1529","exp482","exp4_set1_sun_plate3_YUC9_line2_rep1",1.05609584366562e-05,"sun","YUC9","line2",2016-06-18 12:11:00,6.18333333333333
"1530","exp486","exp4_set1_sun_plate3_YUC9_line2_rep1",-1.15291345608171e-05,"sun","YUC9","line2",2016-06-18 13:11:00,7.18333333333333
"1531","exp490","exp4_set1_sun_plate3_YUC9_line2_rep1",-4.84046512028158e-06,"sun","YUC9","line2",2016-06-18 14:11:00,8.18333333333333
"1532","exp494","exp4_set1_sun_plate3_YUC9_line2_rep1",3.44108384773278e-05,"sun","YUC9","line2",2016-06-18 15:11:00,9.18333333333333
"1533","exp498","exp4_set1_sun_plate3_YUC9_line2_rep1",1.79535833453315e-05,"sun","YUC9","line2",2016-06-18 16:11:00,10.1833333333333
"1534","exp4102","exp4_set1_sun_plate3_YUC9_line2_rep1",2.44661024773052e-05,"sun","YUC9","line2",2016-06-18 17:11:00,11.1833333333333
"1535","exp4106","exp4_set1_sun_plate3_YUC9_line2_rep1",5.22759884908908e-05,"sun","YUC9","line2",2016-06-18 18:11:00,12.1833333333333
"1536","exp4110","exp4_set1_sun_plate3_YUC9_line2_rep1",4.21553641700712e-05,"sun","YUC9","line2",2016-06-18 19:11:00,13.1833333333333
"1537","exp4114","exp4_set1_sun_plate3_YUC9_line2_rep1",7.5333145730383e-05,"sun","YUC9","line2",2016-06-18 20:11:00,14.1833333333333
"1538","exp4118","exp4_set1_sun_plate3_YUC9_line2_rep1",5.71162619813492e-05,"sun","YUC9","line2",2016-06-18 21:11:00,15.1833333333333
"1539","exp4122","exp4_set1_sun_plate3_YUC9_line2_rep1",3.94271837258486e-05,"sun","YUC9","line2",2016-06-18 22:11:00,16.1833333333333
"1540","exp4154","exp4_set1_sun_plate3_YUC9_line2_rep1",3.92511719091715e-05,"sun","YUC9","line2",2016-06-19 06:11:00,24.1833333333333
"1541","exp4156","exp4_set1_sun_plate3_YUC9_line2_rep1",4.93718166012513e-05,"sun","YUC9","line2",2016-06-19 06:41:00,24.6833333333333
"1542","exp4158","exp4_set1_sun_plate3_YUC9_line2_rep1",2.76343443950111e-05,"sun","YUC9","line2",2016-06-19 07:11:00,25.1833333333333
"1543","exp4170","exp4_set1_sun_plate3_YUC9_line2_rep1",1.54893792512212e-05,"sun","YUC9","line2",2016-06-19 10:11:00,28.1833333333333
"1544","exp4186","exp4_set1_sun_plate3_YUC9_line2_rep1",4.0483765388899e-06,"sun","YUC9","line2",2016-06-19 14:11:00,32.1833333333333
"1545","exp4202","exp4_set1_sun_plate3_YUC9_line2_rep1",3.55549187567306e-05,"sun","YUC9","line2",2016-06-19 18:11:00,36.1833333333333
"1546","exp4218","exp4_set1_sun_plate3_YUC9_line2_rep1",6.21325282814666e-05,"sun","YUC9","line2",2016-06-19 22:11:00,40.1833333333333
"1547","exp4252","exp4_set1_sun_plate3_YUC9_line2_rep1",8.62455649581761e-05,"sun","YUC9","line2",2016-06-20 06:41:00,48.6833333333333
"1548","exp4254","exp4_set1_sun_plate3_YUC9_line2_rep1",7.49811308331516e-05,"sun","YUC9","line2",2016-06-20 07:11:00,49.1833333333333
"1549","exp4266","exp4_set1_sun_plate3_YUC9_line2_rep1",3.21226752042492e-05,"sun","YUC9","line2",2016-06-20 10:11:00,52.1833333333333
"1550","exp4282","exp4_set1_sun_plate3_YUC9_line2_rep1",2.37622238685731e-06,"sun","YUC9","line2",2016-06-20 14:11:00,56.1833333333333
"1551","exp478","exp4_set1_sun_plate3_YUC8_line2_rep1",0,"sun","YUC8","line2",2016-06-18 11:11:00,5.18333333333333
"1552","exp482","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000171231787241766,"sun","YUC8","line2",2016-06-18 12:11:00,6.18333333333333
"1553","exp486","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000273787108120871,"sun","YUC8","line2",2016-06-18 13:11:00,7.18333333333333
"1554","exp490","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000267278234733936,"sun","YUC8","line2",2016-06-18 14:11:00,8.18333333333333
"1555","exp494","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000154696963416967,"sun","YUC8","line2",2016-06-18 15:11:00,9.18333333333333
"1556","exp498","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000133588953065811,"sun","YUC8","line2",2016-06-18 16:11:00,10.1833333333333
"1557","exp4102","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000137194882960046,"sun","YUC8","line2",2016-06-18 17:11:00,11.1833333333333
"1558","exp4106","exp4_set1_sun_plate3_YUC8_line2_rep1",-7.58073545590321e-05,"sun","YUC8","line2",2016-06-18 18:11:00,12.1833333333333
"1559","exp4110","exp4_set1_sun_plate3_YUC8_line2_rep1",-3.59684221891143e-05,"sun","YUC8","line2",2016-06-18 19:11:00,13.1833333333333
"1560","exp4114","exp4_set1_sun_plate3_YUC8_line2_rep1",8.79409882514892e-06,"sun","YUC8","line2",2016-06-18 20:11:00,14.1833333333333
"1561","exp4118","exp4_set1_sun_plate3_YUC8_line2_rep1",8.31900299118615e-05,"sun","YUC8","line2",2016-06-18 21:11:00,15.1833333333333
"1562","exp4122","exp4_set1_sun_plate3_YUC8_line2_rep1",5.46104865541963e-05,"sun","YUC8","line2",2016-06-18 22:11:00,16.1833333333333
"1563","exp4154","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000226994239227452,"sun","YUC8","line2",2016-06-19 06:11:00,24.1833333333333
"1564","exp4156","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000169032996552687,"sun","YUC8","line2",2016-06-19 06:41:00,24.6833333333333
"1565","exp4158","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000138250278780561,"sun","YUC8","line2",2016-06-19 07:11:00,25.1833333333333
"1566","exp4170","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000105269524297569,"sun","YUC8","line2",2016-06-19 10:11:00,28.1833333333333
"1567","exp4186","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000373622832135823,"sun","YUC8","line2",2016-06-19 14:11:00,32.1833333333333
"1568","exp4202","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000316359382544817,"sun","YUC8","line2",2016-06-19 18:11:00,36.1833333333333
"1569","exp4218","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000295776762431643,"sun","YUC8","line2",2016-06-19 22:11:00,40.1833333333333
"1570","exp4252","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000350136626259712,"sun","YUC8","line2",2016-06-20 06:41:00,48.6833333333333
"1571","exp4254","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000278097053957538,"sun","YUC8","line2",2016-06-20 07:11:00,49.1833333333333
"1572","exp4266","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000323132360215084,"sun","YUC8","line2",2016-06-20 10:11:00,52.1833333333333
"1573","exp4282","exp4_set1_sun_plate3_YUC8_line2_rep1",-0.000554928097908913,"sun","YUC8","line2",2016-06-20 14:11:00,56.1833333333333
"1574","exp478","exp4_set1_sun_plate3_YUC5_line2_rep1",0,"sun","YUC5","line2",2016-06-18 11:11:00,5.18333333333333
"1575","exp482","exp4_set1_sun_plate3_YUC5_line2_rep1",1.82981401231075e-05,"sun","YUC5","line2",2016-06-18 12:11:00,6.18333333333333
"1576","exp486","exp4_set1_sun_plate3_YUC5_line2_rep1",1.8737996402507e-05,"sun","YUC5","line2",2016-06-18 13:11:00,7.18333333333333
"1577","exp490","exp4_set1_sun_plate3_YUC5_line2_rep1",4.53050671147537e-05,"sun","YUC5","line2",2016-06-18 14:11:00,8.18333333333333
"1578","exp494","exp4_set1_sun_plate3_YUC5_line2_rep1",0.000105826898145978,"sun","YUC5","line2",2016-06-18 15:11:00,9.18333333333333
"1579","exp498","exp4_set1_sun_plate3_YUC5_line2_rep1",0.000106090795920721,"sun","YUC5","line2",2016-06-18 16:11:00,10.1833333333333
"1580","exp4102","exp4_set1_sun_plate3_YUC5_line2_rep1",0.00012676263818534,"sun","YUC5","line2",2016-06-18 17:11:00,11.1833333333333
"1581","exp4106","exp4_set1_sun_plate3_YUC5_line2_rep1",0.000150073083712954,"sun","YUC5","line2",2016-06-18 18:11:00,12.1833333333333
"1582","exp4110","exp4_set1_sun_plate3_YUC5_line2_rep1",0.000145059170620243,"sun","YUC5","line2",2016-06-18 19:11:00,13.1833333333333
"1583","exp4114","exp4_set1_sun_plate3_YUC5_line2_rep1",0.000142772116756618,"sun","YUC5","line2",2016-06-18 20:11:00,14.1833333333333
"1584","exp4118","exp4_set1_sun_plate3_YUC5_line2_rep1",0.000145498988256776,"sun","YUC5","line2",2016-06-18 21:11:00,15.1833333333333
"1585","exp4122","exp4_set1_sun_plate3_YUC5_line2_rep1",0.000106090795920721,"sun","YUC5","line2",2016-06-18 22:11:00,16.1833333333333
"1586","exp4154","exp4_set1_sun_plate3_YUC5_line2_rep1",-0.000102843384070184,"sun","YUC5","line2",2016-06-19 06:11:00,24.1833333333333
"1587","exp4156","exp4_set1_sun_plate3_YUC5_line2_rep1",-4.44267386647823e-05,"sun","YUC5","line2",2016-06-19 06:41:00,24.6833333333333
"1588","exp4158","exp4_set1_sun_plate3_YUC5_line2_rep1",-1.43395700824556e-05,"sun","YUC5","line2",2016-06-19 07:11:00,25.1833333333333
"1589","exp4170","exp4_set1_sun_plate3_YUC5_line2_rep1",1.80342262900979e-05,"sun","YUC5","line2",2016-06-19 10:11:00,28.1833333333333
"1590","exp4186","exp4_set1_sun_plate3_YUC5_line2_rep1",1.05566823904724e-06,"sun","YUC5","line2",2016-06-19 14:11:00,32.1833333333333
"1591","exp4202","exp4_set1_sun_plate3_YUC5_line2_rep1",1.96177085634019e-05,"sun","YUC5","line2",2016-06-19 18:11:00,36.1833333333333
"1592","exp4218","exp4_set1_sun_plate3_YUC5_line2_rep1",-8.97321121584582e-06,"sun","YUC5","line2",2016-06-19 22:11:00,40.1833333333333
"1593","exp4252","exp4_set1_sun_plate3_YUC5_line2_rep1",-8.24324800809961e-05,"sun","YUC5","line2",2016-06-20 06:41:00,48.6833333333333
"1594","exp4254","exp4_set1_sun_plate3_YUC5_line2_rep1",-6.51010340035896e-05,"sun","YUC5","line2",2016-06-20 07:11:00,49.1833333333333
"1595","exp4266","exp4_set1_sun_plate3_YUC5_line2_rep1",2.37523485289159e-05,"sun","YUC5","line2",2016-06-20 10:11:00,52.1833333333333
"1596","exp4282","exp4_set1_sun_plate3_YUC5_line2_rep1",-6.29896030233112e-05,"sun","YUC5","line2",2016-06-20 14:11:00,56.1833333333333
"1597","exp478","exp4_set1_sun_plate4_YUC5_line3_rep1",0,"sun","YUC5","line3",2016-06-18 11:11:00,5.18333333333333
"1598","exp482","exp4_set1_sun_plate4_YUC5_line3_rep1",-2.72745512113204e-05,"sun","YUC5","line3",2016-06-18 12:11:00,6.18333333333333
"1599","exp486","exp4_set1_sun_plate4_YUC5_line3_rep1",-6.95951175586629e-05,"sun","YUC5","line3",2016-06-18 13:11:00,7.18333333333333
"1600","exp490","exp4_set1_sun_plate4_YUC5_line3_rep1",-9.32635015651329e-05,"sun","YUC5","line3",2016-06-18 14:11:00,8.18333333333333
"1601","exp494","exp4_set1_sun_plate4_YUC5_line3_rep1",-7.6809974142833e-05,"sun","YUC5","line3",2016-06-18 15:11:00,9.18333333333333
"1602","exp498","exp4_set1_sun_plate4_YUC5_line3_rep1",-9.32635015651329e-05,"sun","YUC5","line3",2016-06-18 16:11:00,10.1833333333333
"1603","exp4102","exp4_set1_sun_plate4_YUC5_line3_rep1",-9.59911098057376e-05,"sun","YUC5","line3",2016-06-18 17:11:00,11.1833333333333
"1604","exp4106","exp4_set1_sun_plate4_YUC5_line3_rep1",-3.44891961567839e-05,"sun","YUC5","line3",2016-06-18 18:11:00,12.1833333333333
"1605","exp4110","exp4_set1_sun_plate4_YUC5_line3_rep1",-3.52810496302425e-05,"sun","YUC5","line3",2016-06-18 19:11:00,13.1833333333333
"1606","exp4114","exp4_set1_sun_plate4_YUC5_line3_rep1",-9.59002535694253e-06,"sun","YUC5","line3",2016-06-18 20:11:00,14.1833333333333
"1607","exp4118","exp4_set1_sun_plate4_YUC5_line3_rep1",-8.79818598775728e-06,"sun","YUC5","line3",2016-06-18 21:11:00,15.1833333333333
"1608","exp4122","exp4_set1_sun_plate4_YUC5_line3_rep1",4.13512887931233e-06,"sun","YUC5","line3",2016-06-18 22:11:00,16.1833333333333
"1609","exp4154","exp4_set1_sun_plate4_YUC5_line3_rep1",-9.67797831208372e-07,"sun","YUC5","line3",2016-06-19 06:11:00,24.1833333333333
"1610","exp4156","exp4_set1_sun_plate4_YUC5_line3_rep1",8.7981323346753e-06,"sun","YUC5","line3",2016-06-19 06:41:00,24.6833333333333
"1611","exp4158","exp4_set1_sun_plate4_YUC5_line3_rep1",3.33446378739666e-05,"sun","YUC5","line3",2016-06-19 07:11:00,25.1833333333333
