"","setfiles","variable","value","treatment","promoter","line","date.time","ZT"
"118","exp324","shade_plate2_YUC8_line2_rep1",-0.0722501750844469,"shade","YUC8","line2",2016-06-11 17:26:00,-540.566666666667
"119","exp325","shade_plate2_YUC8_line2_rep1",0,"shade","YUC8","line2",2016-06-11 17:41:00,-540.316666666667
"120","exp327","shade_plate2_YUC8_line2_rep1",0.00390974505108055,"shade","YUC8","line2",2016-06-11 18:11:00,-539.816666666667
"121","exp328","shade_plate2_YUC8_line2_rep1",0,"shade","YUC8","line2",2016-06-11 18:26:00,-539.566666666667
"122","exp339","shade_plate2_YUC8_line2_rep1",-0.649003862530071,"shade","YUC8","line2",2016-06-11 21:11:00,-536.816666666667
"123","exp340","shade_plate2_YUC8_line2_rep1",0,"shade","YUC8","line2",2016-06-11 21:26:00,-536.566666666667
"124","exp343","shade_plate2_YUC8_line2_rep1",-0.0216950710993196,"shade","YUC8","line2",2016-06-11 22:11:00,-535.816666666667
"125","exp375","shade_plate2_YUC8_line2_rep1",-0.368173873732227,"shade","YUC8","line2",2016-06-12 06:11:00,-527.816666666667
"126","exp377","shade_plate2_YUC8_line2_rep1",-0.284729476933114,"shade","YUC8","line2",2016-06-12 06:41:00,-527.316666666667
"127","exp388","shade_plate2_YUC8_line2_rep1",-0.378315884152842,"shade","YUC8","line2",2016-06-12 09:26:00,-524.566666666667
"128","exp392","shade_plate2_YUC8_line2_rep1",0.116530883832906,"shade","YUC8","line2",2016-06-12 10:26:00,-523.566666666667
"129","exp3108","shade_plate2_YUC8_line2_rep1",-0.294299628383884,"shade","YUC8","line2",2016-06-12 14:26:00,-519.566666666667
"130","exp3124","shade_plate2_YUC8_line2_rep1",0.319969241849305,"shade","YUC8","line2",2016-06-12 18:26:00,-515.566666666667
"131","exp3141","shade_plate2_YUC8_line2_rep1",-0.244750038964467,"shade","YUC8","line2",2016-06-12 22:41:00,-511.316666666667
"132","exp3171","shade_plate2_YUC8_line2_rep1",0.160979718088148,"shade","YUC8","line2",2016-06-13 06:11:00,-503.816666666667
"133","exp3173","shade_plate2_YUC8_line2_rep1",0.254198546048334,"shade","YUC8","line2",2016-06-13 06:41:00,-503.316666666667
"134","exp3189","shade_plate2_YUC8_line2_rep1",0.391851270381771,"shade","YUC8","line2",2016-06-13 10:41:00,-499.316666666667
"135","exp3203","shade_plate2_YUC8_line2_rep1",0.510652803458415,"shade","YUC8","line2",2016-06-13 14:11:00,-495.816666666667
"136","exp33","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 12:11:00,-545.816666666667
"137","exp37","shade_plate2_YUC5_line2_rep1",-0.189302953229094,"shade","YUC5","line2",2016-06-11 13:11:00,-544.816666666667
"138","exp38","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 13:26:00,-544.566666666667
"139","exp311","shade_plate2_YUC5_line2_rep1",-0.168430754761982,"shade","YUC5","line2",2016-06-11 14:11:00,-543.816666666667
"140","exp312","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 14:26:00,-543.566666666667
"141","exp315","shade_plate2_YUC5_line2_rep1",-0.101672999928331,"shade","YUC5","line2",2016-06-11 15:11:00,-542.816666666667
"142","exp316","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 15:26:00,-542.566666666667
"143","exp319","shade_plate2_YUC5_line2_rep1",-0.33130236465251,"shade","YUC5","line2",2016-06-11 16:11:00,-541.816666666667
"144","exp320","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 16:26:00,-541.566666666667
"145","exp324","shade_plate2_YUC5_line2_rep1",-0.209905057188267,"shade","YUC5","line2",2016-06-11 17:26:00,-540.566666666667
"146","exp325","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 17:41:00,-540.316666666667
"147","exp327","shade_plate2_YUC5_line2_rep1",-0.178547083994962,"shade","YUC5","line2",2016-06-11 18:11:00,-539.816666666667
"148","exp328","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 18:26:00,-539.566666666667
"149","exp339","shade_plate2_YUC5_line2_rep1",-0.30336033484809,"shade","YUC5","line2",2016-06-11 21:11:00,-536.816666666667
"150","exp340","shade_plate2_YUC5_line2_rep1",0,"shade","YUC5","line2",2016-06-11 21:26:00,-536.566666666667
"151","exp343","shade_plate2_YUC5_line2_rep1",-0.12159483785438,"shade","YUC5","line2",2016-06-11 22:11:00,-535.816666666667
"152","exp375","shade_plate2_YUC5_line2_rep1",-0.965044750421969,"shade","YUC5","line2",2016-06-12 06:11:00,-527.816666666667
"153","exp377","shade_plate2_YUC5_line2_rep1",-0.699256645251605,"shade","YUC5","line2",2016-06-12 06:41:00,-527.316666666667
"154","exp388","shade_plate2_YUC5_line2_rep1",-0.2747429513381,"shade","YUC5","line2",2016-06-12 09:26:00,-524.566666666667
"155","exp392","shade_plate2_YUC5_line2_rep1",-0.29111327453681,"shade","YUC5","line2",2016-06-12 10:26:00,-523.566666666667
"156","exp3108","shade_plate2_YUC5_line2_rep1",-0.818109221098794,"shade","YUC5","line2",2016-06-12 14:26:00,-519.566666666667
"157","exp3124","shade_plate2_YUC5_line2_rep1",-0.847399022153153,"shade","YUC5","line2",2016-06-12 18:26:00,-515.566666666667
"158","exp3141","shade_plate2_YUC5_line2_rep1",-0.775686688466616,"shade","YUC5","line2",2016-06-12 22:41:00,-511.316666666667
"159","exp3171","shade_plate2_YUC5_line2_rep1",-0.802380106642312,"shade","YUC5","line2",2016-06-13 06:11:00,-503.816666666667
"160","exp3173","shade_plate2_YUC5_line2_rep1",-0.609083355855489,"shade","YUC5","line2",2016-06-13 06:41:00,-503.316666666667
"161","exp3189","shade_plate2_YUC5_line2_rep1",-0.822509026402447,"shade","YUC5","line2",2016-06-13 10:41:00,-499.316666666667
"162","exp3203","shade_plate2_YUC5_line2_rep1",-0.761255373256109,"shade","YUC5","line2",2016-06-13 14:11:00,-495.816666666667
"163","exp33","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 12:11:00,-545.816666666667
"164","exp37","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 13:11:00,-544.816666666667
"165","exp38","shade_plate2_YUC5_line2_rep2",-0.351711563910014,"shade","YUC5","line2",2016-06-11 13:26:00,-544.566666666667
"166","exp311","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 14:11:00,-543.816666666667
"167","exp312","shade_plate2_YUC5_line2_rep2",-0.430773545670002,"shade","YUC5","line2",2016-06-11 14:26:00,-543.566666666667
"168","exp315","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 15:11:00,-542.816666666667
"169","exp316","shade_plate2_YUC5_line2_rep2",-0.524362489717184,"shade","YUC5","line2",2016-06-11 15:26:00,-542.566666666667
"170","exp319","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 16:11:00,-541.816666666667
"171","exp320","shade_plate2_YUC5_line2_rep2",-0.475324996408629,"shade","YUC5","line2",2016-06-11 16:26:00,-541.566666666667
"172","exp324","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 17:26:00,-540.566666666667
"173","exp325","shade_plate2_YUC5_line2_rep2",-0.461300221967491,"shade","YUC5","line2",2016-06-11 17:41:00,-540.316666666667
"174","exp327","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 18:11:00,-539.816666666667
"175","exp328","shade_plate2_YUC5_line2_rep2",8.15023361189255,"shade","YUC5","line2",2016-06-11 18:26:00,-539.566666666667
"176","exp339","shade_plate2_YUC5_line2_rep2",0,"shade","YUC5","line2",2016-06-11 21:11:00,-536.816666666667
"177","exp340","shade_plate2_YUC5_line2_rep2",-0.398767659802331,"shade","YUC5","line2",2016-06-11 21:26:00,-536.566666666667
"178","exp343","shade_plate2_YUC5_line2_rep2",-0.444503279032514,"shade","YUC5","line2",2016-06-11 22:11:00,-535.816666666667
"179","exp375","shade_plate2_YUC5_line2_rep2",-0.59352451422458,"shade","YUC5","line2",2016-06-12 06:11:00,-527.816666666667
"180","exp377","shade_plate2_YUC5_line2_rep2",-0.442326720851172,"shade","YUC5","line2",2016-06-12 06:41:00,-527.316666666667
"181","exp388","shade_plate2_YUC5_line2_rep2",-0.336136671531927,"shade","YUC5","line2",2016-06-12 09:26:00,-524.566666666667
"182","exp392","shade_plate2_YUC5_line2_rep2",-0.113167056732735,"shade","YUC5","line2",2016-06-12 10:26:00,-523.566666666667
"183","exp3108","shade_plate2_YUC5_line2_rep2",-0.377818186546849,"shade","YUC5","line2",2016-06-12 14:26:00,-519.566666666667
"184","exp3124","shade_plate2_YUC5_line2_rep2",-0.381983815160535,"shade","YUC5","line2",2016-06-12 18:26:00,-515.566666666667
"185","exp3141","shade_plate2_YUC5_line2_rep2",-0.260688733090348,"shade","YUC5","line2",2016-06-12 22:41:00,-511.316666666667
"186","exp3171","shade_plate2_YUC5_line2_rep2",-0.4250314682754,"shade","YUC5","line2",2016-06-13 06:11:00,-503.816666666667
"187","exp3173","shade_plate2_YUC5_line2_rep2",-0.293662360690801,"shade","YUC5","line2",2016-06-13 06:41:00,-503.316666666667
"188","exp3189","shade_plate2_YUC5_line2_rep2",-0.284535475044715,"shade","YUC5","line2",2016-06-13 10:41:00,-499.316666666667
"189","exp3203","shade_plate2_YUC5_line2_rep2",-0.311428955166276,"shade","YUC5","line2",2016-06-13 14:11:00,-495.816666666667
"190","exp33","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 12:11:00,-545.816666666667
"191","exp37","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 13:11:00,-544.816666666667
"192","exp38","shade_plate3_YUC9_line3_rep1",0.0266856584340811,"shade","YUC9","line3",2016-06-11 13:26:00,-544.566666666667
"193","exp311","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 14:11:00,-543.816666666667
"194","exp312","shade_plate3_YUC9_line3_rep1",-0.203638036538585,"shade","YUC9","line3",2016-06-11 14:26:00,-543.566666666667
"195","exp315","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 15:11:00,-542.816666666667
"196","exp316","shade_plate3_YUC9_line3_rep1",-0.244370916640856,"shade","YUC9","line3",2016-06-11 15:26:00,-542.566666666667
"197","exp319","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 16:11:00,-541.816666666667
"198","exp320","shade_plate3_YUC9_line3_rep1",-0.0307116492379969,"shade","YUC9","line3",2016-06-11 16:26:00,-541.566666666667
"199","exp324","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 17:26:00,-540.566666666667
"200","exp325","shade_plate3_YUC9_line3_rep1",-0.172560377247953,"shade","YUC9","line3",2016-06-11 17:41:00,-540.316666666667
"201","exp327","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 18:11:00,-539.816666666667
"202","exp328","shade_plate3_YUC9_line3_rep1",7.52615506104615,"shade","YUC9","line3",2016-06-11 18:26:00,-539.566666666667
"203","exp339","shade_plate3_YUC9_line3_rep1",0,"shade","YUC9","line3",2016-06-11 21:11:00,-536.816666666667
"204","exp340","shade_plate3_YUC9_line3_rep1",0.0919651193757964,"shade","YUC9","line3",2016-06-11 21:26:00,-536.566666666667
"205","exp343","shade_plate3_YUC9_line3_rep1",-0.0335363100343891,"shade","YUC9","line3",2016-06-11 22:11:00,-535.816666666667
"206","exp375","shade_plate3_YUC9_line3_rep1",-0.0520326536517786,"shade","YUC9","line3",2016-06-12 06:11:00,-527.816666666667
"207","exp377","shade_plate3_YUC9_line3_rep1",-0.122457780871727,"shade","YUC9","line3",2016-06-12 06:41:00,-527.316666666667
"208","exp388","shade_plate3_YUC9_line3_rep1",-0.0974899440377666,"shade","YUC9","line3",2016-06-12 09:26:00,-524.566666666667
"209","exp392","shade_plate3_YUC9_line3_rep1",-0.08022954548243,"shade","YUC9","line3",2016-06-12 10:26:00,-523.566666666667
"210","exp3108","shade_plate3_YUC9_line3_rep1",0.252753737913928,"shade","YUC9","line3",2016-06-12 14:26:00,-519.566666666667
"211","exp3124","shade_plate3_YUC9_line3_rep1",0.468007377508496,"shade","YUC9","line3",2016-06-12 18:26:00,-515.566666666667
